"InteractorA","InteractorA_type","Relation","InteractorB","InteractorB_type","DB","DB_type","PMID"
"CPR:1","Protein","PART-OF","Arg1:T3 , Arg2:T19","Protein","Chemprot","Protein-Protein Interaction",22349823
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T10 , Arg2:T34","Protein","Chemprot","Protein-Protein Interaction",22349823
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T10 , Arg2:T35","Protein","Chemprot","Protein-Protein Interaction",22349823
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T11 , Arg2:T37","Protein","Chemprot","Protein-Protein Interaction",22349823
"CPR:2","Protein","REGULATOR","Arg1:T4 , Arg2:T20","Protein","Chemprot","Protein-Protein Interaction",22349823
"CPR:4","Protein","INHIBITOR","Arg1:T7 , Arg2:T28","Protein","Chemprot","Protein-Protein Interaction",22349823
"CPR:4","Protein","INHIBITOR","Arg1:T8 , Arg2:T28","Protein","Chemprot","Protein-Protein Interaction",22349823
"CPR:2","Protein","INDIRECT-REGULATOR","Arg1:T10 , Arg2:T27","Protein","Chemprot","Protein-Protein Interaction",22370641
"CPR:2","Protein","INDIRECT-REGULATOR","Arg1:T10 , Arg2:T28","Protein","Chemprot","Protein-Protein Interaction",22370641
"CPR:3","Protein","ACTIVATOR","Arg1:T10 , Arg2:T26","Protein","Chemprot","Protein-Protein Interaction",22370641
"CPR:3","Protein","ACTIVATOR","Arg1:T10 , Arg2:T29","Protein","Chemprot","Protein-Protein Interaction",22370641
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T11 , Arg2:T30","Protein","Chemprot","Protein-Protein Interaction",22370641
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T11 , Arg2:T31","Protein","Chemprot","Protein-Protein Interaction",22370641
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T11 , Arg2:T32","Protein","Chemprot","Protein-Protein Interaction",22370641
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T4 , Arg2:T14","Protein","Chemprot","Protein-Protein Interaction",22370641
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T4 , Arg2:T15","Protein","Chemprot","Protein-Protein Interaction",22370641
"CPR:2","Protein","REGULATOR","Arg1:T6 , Arg2:T19","Protein","Chemprot","Protein-Protein Interaction",22445601
"CPR:5","Protein","AGONIST","Arg1:T12 , Arg2:T29","Protein","Chemprot","Protein-Protein Interaction",22445601
"CPR:5","Protein","AGONIST","Arg1:T1 , Arg2:T13","Protein","Chemprot","Protein-Protein Interaction",22445601
"CPR:5","Protein","AGONIST","Arg1:T6 , Arg2:T20","Protein","Chemprot","Protein-Protein Interaction",22445601
"CPR:6","Protein","ANTAGONIST","Arg1:T12 , Arg2:T30","Protein","Chemprot","Protein-Protein Interaction",22445601
"CPR:6","Protein","ANTAGONIST","Arg1:T1 , Arg2:T14","Protein","Chemprot","Protein-Protein Interaction",22445601
"CPR:6","Protein","ANTAGONIST","Arg1:T6 , Arg2:T21","Protein","Chemprot","Protein-Protein Interaction",22445601
"CPR:2","Protein","INDIRECT-REGULATOR","Arg1:T7 , Arg2:T9","Protein","Chemprot","Protein-Protein Interaction",22532499
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T14 , Arg2:T39","Protein","Chemprot","Protein-Protein Interaction",22537794
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T14 , Arg2:T40","Protein","Chemprot","Protein-Protein Interaction",22537794
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T17 , Arg2:T39","Protein","Chemprot","Protein-Protein Interaction",22537794
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T17 , Arg2:T40","Protein","Chemprot","Protein-Protein Interaction",22537794
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T1 , Arg2:T31","Protein","Chemprot","Protein-Protein Interaction",22537794
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T1 , Arg2:T32","Protein","Chemprot","Protein-Protein Interaction",22537794
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T1 , Arg2:T33","Protein","Chemprot","Protein-Protein Interaction",22537794
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T24 , Arg2:T41","Protein","Chemprot","Protein-Protein Interaction",22537794
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T26 , Arg2:T41","Protein","Chemprot","Protein-Protein Interaction",22537794
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T27 , Arg2:T41","Protein","Chemprot","Protein-Protein Interaction",22537794
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T2 , Arg2:T31","Protein","Chemprot","Protein-Protein Interaction",22537794
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T2 , Arg2:T32","Protein","Chemprot","Protein-Protein Interaction",22537794
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T2 , Arg2:T33","Protein","Chemprot","Protein-Protein Interaction",22537794
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T4 , Arg2:T34","Protein","Chemprot","Protein-Protein Interaction",22537794
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T4 , Arg2:T35","Protein","Chemprot","Protein-Protein Interaction",22537794
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T5 , Arg2:T36","Protein","Chemprot","Protein-Protein Interaction",22537794
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T5 , Arg2:T37","Protein","Chemprot","Protein-Protein Interaction",22537794
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T5 , Arg2:T38","Protein","Chemprot","Protein-Protein Interaction",22537794
"CPR:9","Protein","SUBSTRATE","Arg1:T15 , Arg2:T39","Protein","Chemprot","Protein-Protein Interaction",22537794
"CPR:9","Protein","SUBSTRATE","Arg1:T15 , Arg2:T40","Protein","Chemprot","Protein-Protein Interaction",22537794
"CPR:9","Protein","SUBSTRATE","Arg1:T16 , Arg2:T39","Protein","Chemprot","Protein-Protein Interaction",22537794
"CPR:9","Protein","SUBSTRATE","Arg1:T16 , Arg2:T40","Protein","Chemprot","Protein-Protein Interaction",22537794
"CPR:9","Protein","SUBSTRATE","Arg1:T25 , Arg2:T41","Protein","Chemprot","Protein-Protein Interaction",22537794
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T7 , Arg2:T12","Protein","Chemprot","Protein-Protein Interaction",22619007
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T7 , Arg2:T13","Protein","Chemprot","Protein-Protein Interaction",22619007
"CPR:4","Protein","INDIRECT-DOWNREGULATOR","Arg1:T5 , Arg2:T11","Protein","Chemprot","Protein-Protein Interaction",22619007
"CPR:4","Protein","INHIBITOR","Arg1:T11 , Arg2:T20","Protein","Chemprot","Protein-Protein Interaction",22634361
"CPR:4","Protein","INHIBITOR","Arg1:T13 , Arg2:T21","Protein","Chemprot","Protein-Protein Interaction",22634361
"CPR:5","Protein","AGONIST","Arg1:T14 , Arg2:T18","Protein","Chemprot","Protein-Protein Interaction",22634361
"CPR:6","Protein","ANTAGONIST","Arg1:T7 , Arg2:T19","Protein","Chemprot","Protein-Protein Interaction",22634361
"CPR:7","Protein","MODULATOR-ACTIVATOR","Arg1:T15 , Arg2:T22","Protein","Chemprot","Protein-Protein Interaction",22634361
"CPR:7","Protein","MODULATOR-ACTIVATOR","Arg1:T4 , Arg2:T17","Protein","Chemprot","Protein-Protein Interaction",22634361
"CPR:1","Protein","PART-OF","Arg1:T1 , Arg2:T15","Protein","Chemprot","Protein-Protein Interaction",22659088
"CPR:1","Protein","PART-OF","Arg1:T5 , Arg2:T25","Protein","Chemprot","Protein-Protein Interaction",22659088
"CPR:10","Protein","NOT","Arg1:T6 , Arg2:T14","Protein","Chemprot","Protein-Protein Interaction",22718571
"CPR:10","Protein","NOT","Arg1:T6 , Arg2:T15","Protein","Chemprot","Protein-Protein Interaction",22718571
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T13 , Arg2:T20","Protein","Chemprot","Protein-Protein Interaction",22718571
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T6 , Arg2:T16","Protein","Chemprot","Protein-Protein Interaction",22718571
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T8 , Arg2:T17","Protein","Chemprot","Protein-Protein Interaction",22718571
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T8 , Arg2:T18","Protein","Chemprot","Protein-Protein Interaction",22718571
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T8 , Arg2:T19","Protein","Chemprot","Protein-Protein Interaction",22718571
"CPR:3","Protein","ACTIVATOR","Arg1:T26 , Arg2:T28","Protein","Chemprot","Protein-Protein Interaction",22815248
"CPR:3","Protein","ACTIVATOR","Arg1:T26 , Arg2:T29","Protein","Chemprot","Protein-Protein Interaction",22815248
"CPR:3","Protein","ACTIVATOR","Arg1:T26 , Arg2:T30","Protein","Chemprot","Protein-Protein Interaction",22815248
"CPR:3","Protein","ACTIVATOR","Arg1:T4 , Arg2:T28","Protein","Chemprot","Protein-Protein Interaction",22815248
"CPR:3","Protein","ACTIVATOR","Arg1:T4 , Arg2:T29","Protein","Chemprot","Protein-Protein Interaction",22815248
"CPR:3","Protein","ACTIVATOR","Arg1:T4 , Arg2:T30","Protein","Chemprot","Protein-Protein Interaction",22815248
"CPR:4","Protein","INHIBITOR","Arg1:T22 , Arg2:T31","Protein","Chemprot","Protein-Protein Interaction",22815248
"CPR:4","Protein","INHIBITOR","Arg1:T22 , Arg2:T32","Protein","Chemprot","Protein-Protein Interaction",22815248
"CPR:4","Protein","INHIBITOR","Arg1:T22 , Arg2:T33","Protein","Chemprot","Protein-Protein Interaction",22815248
"CPR:4","Protein","INHIBITOR","Arg1:T22 , Arg2:T34","Protein","Chemprot","Protein-Protein Interaction",22815248
"CPR:10","Protein","NOT","Arg1:T8 , Arg2:T29","Protein","Chemprot","Protein-Protein Interaction",22859660
"CPR:10","Protein","NOT","Arg1:T8 , Arg2:T30","Protein","Chemprot","Protein-Protein Interaction",22859660
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T26 , Arg2:T41","Protein","Chemprot","Protein-Protein Interaction",22859660
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T20 , Arg2:T35","Protein","Chemprot","Protein-Protein Interaction",22859660
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T20 , Arg2:T36","Protein","Chemprot","Protein-Protein Interaction",22859660
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T1 , Arg2:T12","Protein","Chemprot","Protein-Protein Interaction",22865292
"CPR:2","Protein","INDIRECT-REGULATOR","Arg1:T10 , Arg2:T24","Protein","Chemprot","Protein-Protein Interaction",22872607
"CPR:2","Protein","INDIRECT-REGULATOR","Arg1:T4 , Arg2:T18","Protein","Chemprot","Protein-Protein Interaction",22872607
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T8 , Arg2:T20","Protein","Chemprot","Protein-Protein Interaction",22872607
"CPR:9","Protein","PRODUCT-OF","Arg1:T7 , Arg2:T12","Protein","Chemprot","Protein-Protein Interaction",22872607
"CPR:9","Protein","PRODUCT-OF","Arg1:T7 , Arg2:T19","Protein","Chemprot","Protein-Protein Interaction",22872607
"CPR:9","Protein","SUBSTRATE","Arg1:T11 , Arg2:T12","Protein","Chemprot","Protein-Protein Interaction",22872607
"CPR:9","Protein","SUBSTRATE","Arg1:T11 , Arg2:T19","Protein","Chemprot","Protein-Protein Interaction",22872607
"CPR:9","Protein","SUBSTRATE","Arg1:T3 , Arg2:T12","Protein","Chemprot","Protein-Protein Interaction",22872607
"CPR:9","Protein","SUBSTRATE","Arg1:T3 , Arg2:T19","Protein","Chemprot","Protein-Protein Interaction",22872607
"CPR:9","Protein","SUBSTRATE","Arg1:T6 , Arg2:T12","Protein","Chemprot","Protein-Protein Interaction",22872607
"CPR:9","Protein","SUBSTRATE","Arg1:T6 , Arg2:T19","Protein","Chemprot","Protein-Protein Interaction",22872607
"CPR:9","Protein","SUBSTRATE","Arg1:T9 , Arg2:T23","Protein","Chemprot","Protein-Protein Interaction",22872607
"CPR:2","Protein","INDIRECT-REGULATOR","Arg1:T1 , Arg2:T23","Protein","Chemprot","Protein-Protein Interaction",22878908
"CPR:2","Protein","INDIRECT-REGULATOR","Arg1:T2 , Arg2:T19","Protein","Chemprot","Protein-Protein Interaction",22878908
"CPR:2","Protein","INDIRECT-REGULATOR","Arg1:T2 , Arg2:T20","Protein","Chemprot","Protein-Protein Interaction",22878908
"CPR:2","Protein","INDIRECT-REGULATOR","Arg1:T5 , Arg2:T23","Protein","Chemprot","Protein-Protein Interaction",22878908
"CPR:2","Protein","REGULATOR","Arg1:T18 , Arg2:T29","Protein","Chemprot","Protein-Protein Interaction",22878908
"CPR:4","Protein","INHIBITOR","Arg1:T15 , Arg2:T27","Protein","Chemprot","Protein-Protein Interaction",22878908
"CPR:4","Protein","INHIBITOR","Arg1:T15 , Arg2:T28","Protein","Chemprot","Protein-Protein Interaction",22878908
"CPR:4","Protein","INHIBITOR","Arg1:T2 , Arg2:T21","Protein","Chemprot","Protein-Protein Interaction",22878908
"CPR:4","Protein","INHIBITOR","Arg1:T3 , Arg2:T22","Protein","Chemprot","Protein-Protein Interaction",22878908
"CPR:4","Protein","INHIBITOR","Arg1:T7 , Arg2:T24","Protein","Chemprot","Protein-Protein Interaction",22878908
"CPR:9","Protein","PRODUCT-OF","Arg1:T4 , Arg2:T22","Protein","Chemprot","Protein-Protein Interaction",22878908
"CPR:9","Protein","PRODUCT-OF","Arg1:T11 , Arg2:T29","Protein","Chemprot","Protein-Protein Interaction",22899102
"CPR:9","Protein","SUBSTRATE","Arg1:T19 , Arg2:T32","Protein","Chemprot","Protein-Protein Interaction",22899102
"CPR:9","Protein","SUBSTRATE","Arg1:T3 , Arg2:T20","Protein","Chemprot","Protein-Protein Interaction",22899102
"CPR:9","Protein","SUBSTRATE","Arg1:T3 , Arg2:T21","Protein","Chemprot","Protein-Protein Interaction",22899102
"CPR:9","Protein","SUBSTRATE","Arg1:T4 , Arg2:T22","Protein","Chemprot","Protein-Protein Interaction",22899102
"CPR:9","Protein","SUBSTRATE","Arg1:T4 , Arg2:T23","Protein","Chemprot","Protein-Protein Interaction",22899102
"CPR:9","Protein","SUBSTRATE","Arg1:T4 , Arg2:T25","Protein","Chemprot","Protein-Protein Interaction",22899102
"CPR:9","Protein","SUBSTRATE","Arg1:T4 , Arg2:T26","Protein","Chemprot","Protein-Protein Interaction",22899102
"CPR:4","Protein","INHIBITOR","Arg1:T5 , Arg2:T9","Protein","Chemprot","Protein-Protein Interaction",22931530
"CPR:1","Protein","PART-OF","Arg1:T3 , Arg2:T48","Protein","Chemprot","Protein-Protein Interaction",22935616
"CPR:1","Protein","PART-OF","Arg1:T4 , Arg2:T48","Protein","Chemprot","Protein-Protein Interaction",22935616
"CPR:10","Protein","NOT","Arg1:T7 , Arg2:T10","Protein","Chemprot","Protein-Protein Interaction",22972179
"CPR:1","Protein","PART-OF","Arg1:T4 , Arg2:T22","Protein","Chemprot","Protein-Protein Interaction",22972179
"CPR:3","Protein","ACTIVATOR","Arg1:T5 , Arg2:T22","Protein","Chemprot","Protein-Protein Interaction",22972179
"CPR:3","Protein","ACTIVATOR","Arg1:T6 , Arg2:T27","Protein","Chemprot","Protein-Protein Interaction",22972179
"CPR:3","Protein","ACTIVATOR","Arg1:T7 , Arg2:T11","Protein","Chemprot","Protein-Protein Interaction",22972179
"CPR:3","Protein","ACTIVATOR","Arg1:T7 , Arg2:T28","Protein","Chemprot","Protein-Protein Interaction",22972179
"CPR:3","Protein","ACTIVATOR","Arg1:T7 , Arg2:T8","Protein","Chemprot","Protein-Protein Interaction",22972179
"CPR:3","Protein","ACTIVATOR","Arg1:T7 , Arg2:T9","Protein","Chemprot","Protein-Protein Interaction",22972179
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T4 , Arg2:T7","Protein","Chemprot","Protein-Protein Interaction",22981796
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T4 , Arg2:T8","Protein","Chemprot","Protein-Protein Interaction",22981796
"CPR:2","Protein","INDIRECT-REGULATOR","Arg1:T3 , Arg2:T20","Protein","Chemprot","Protein-Protein Interaction",22982445
"CPR:2","Protein","REGULATOR","Arg1:T10 , Arg2:T34","Protein","Chemprot","Protein-Protein Interaction",22982445
"CPR:2","Protein","REGULATOR","Arg1:T3 , Arg2:T21","Protein","Chemprot","Protein-Protein Interaction",22982445
"CPR:3","Protein","ACTIVATOR","Arg1:T13 , Arg2:T35","Protein","Chemprot","Protein-Protein Interaction",22982445
"CPR:3","Protein","ACTIVATOR","Arg1:T3 , Arg2:T19","Protein","Chemprot","Protein-Protein Interaction",22982445
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T13 , Arg2:T36","Protein","Chemprot","Protein-Protein Interaction",22982445
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T1 , Arg2:T15","Protein","Chemprot","Protein-Protein Interaction",22982445
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T1 , Arg2:T16","Protein","Chemprot","Protein-Protein Interaction",22982445
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T1 , Arg2:T17","Protein","Chemprot","Protein-Protein Interaction",22982445
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T3 , Arg2:T18","Protein","Chemprot","Protein-Protein Interaction",22982445
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T6 , Arg2:T24","Protein","Chemprot","Protein-Protein Interaction",22982445
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T6 , Arg2:T25","Protein","Chemprot","Protein-Protein Interaction",22982445
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T6 , Arg2:T26","Protein","Chemprot","Protein-Protein Interaction",22982445
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T6 , Arg2:T28","Protein","Chemprot","Protein-Protein Interaction",22982445
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T7 , Arg2:T29","Protein","Chemprot","Protein-Protein Interaction",22982445
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T7 , Arg2:T30","Protein","Chemprot","Protein-Protein Interaction",22982445
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T7 , Arg2:T31","Protein","Chemprot","Protein-Protein Interaction",22982445
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T7 , Arg2:T32","Protein","Chemprot","Protein-Protein Interaction",22982445
"CPR:4","Protein","INDIRECT-DOWNREGULATOR","Arg1:T2 , Arg2:T15","Protein","Chemprot","Protein-Protein Interaction",22982445
"CPR:4","Protein","INDIRECT-DOWNREGULATOR","Arg1:T2 , Arg2:T16","Protein","Chemprot","Protein-Protein Interaction",22982445
"CPR:4","Protein","INDIRECT-DOWNREGULATOR","Arg1:T2 , Arg2:T17","Protein","Chemprot","Protein-Protein Interaction",22982445
"CPR:6","Protein","ANTAGONIST","Arg1:T9 , Arg2:T34","Protein","Chemprot","Protein-Protein Interaction",22982445
"CPR:1","Protein","PART-OF","Arg1:T12 , Arg2:T28","Protein","Chemprot","Protein-Protein Interaction",22983867
"CPR:1","Protein","PART-OF","Arg1:T16 , Arg2:T31","Protein","Chemprot","Protein-Protein Interaction",22983867
"CPR:1","Protein","PART-OF","Arg1:T1 , Arg2:T18","Protein","Chemprot","Protein-Protein Interaction",22983867
"CPR:1","Protein","PART-OF","Arg1:T5 , Arg2:T25","Protein","Chemprot","Protein-Protein Interaction",22983867
"CPR:2","Protein","REGULATOR","Arg1:T10 , Arg2:T25","Protein","Chemprot","Protein-Protein Interaction",22983867
"CPR:2","Protein","REGULATOR","Arg1:T11 , Arg2:T28","Protein","Chemprot","Protein-Protein Interaction",22983867
"CPR:2","Protein","REGULATOR","Arg1:T13 , Arg2:T28","Protein","Chemprot","Protein-Protein Interaction",22983867
"CPR:2","Protein","REGULATOR","Arg1:T14 , Arg2:T28","Protein","Chemprot","Protein-Protein Interaction",22983867
"CPR:2","Protein","REGULATOR","Arg1:T6 , Arg2:T25","Protein","Chemprot","Protein-Protein Interaction",22983867
"CPR:2","Protein","REGULATOR","Arg1:T7 , Arg2:T25","Protein","Chemprot","Protein-Protein Interaction",22983867
"CPR:2","Protein","REGULATOR","Arg1:T9 , Arg2:T25","Protein","Chemprot","Protein-Protein Interaction",22983867
"CPR:3","Protein","UPREGULATOR","Arg1:T11 , Arg2:T29","Protein","Chemprot","Protein-Protein Interaction",22983867
"CPR:3","Protein","UPREGULATOR","Arg1:T13 , Arg2:T29","Protein","Chemprot","Protein-Protein Interaction",22983867
"CPR:3","Protein","UPREGULATOR","Arg1:T14 , Arg2:T29","Protein","Chemprot","Protein-Protein Interaction",22983867
"CPR:4","Protein","DOWNREGULATOR","Arg1:T10 , Arg2:T26","Protein","Chemprot","Protein-Protein Interaction",22983867
"CPR:4","Protein","DOWNREGULATOR","Arg1:T10 , Arg2:T27","Protein","Chemprot","Protein-Protein Interaction",22983867
"CPR:4","Protein","DOWNREGULATOR","Arg1:T6 , Arg2:T26","Protein","Chemprot","Protein-Protein Interaction",22983867
"CPR:4","Protein","DOWNREGULATOR","Arg1:T6 , Arg2:T27","Protein","Chemprot","Protein-Protein Interaction",22983867
"CPR:4","Protein","DOWNREGULATOR","Arg1:T7 , Arg2:T26","Protein","Chemprot","Protein-Protein Interaction",22983867
"CPR:4","Protein","DOWNREGULATOR","Arg1:T7 , Arg2:T27","Protein","Chemprot","Protein-Protein Interaction",22983867
"CPR:4","Protein","DOWNREGULATOR","Arg1:T9 , Arg2:T26","Protein","Chemprot","Protein-Protein Interaction",22983867
"CPR:4","Protein","DOWNREGULATOR","Arg1:T9 , Arg2:T27","Protein","Chemprot","Protein-Protein Interaction",22983867
"CPR:2","Protein","REGULATOR","Arg1:T8 , Arg2:T26","Protein","Chemprot","Protein-Protein Interaction",22989705
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T19 , Arg2:T29","Protein","Chemprot","Protein-Protein Interaction",22989705
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T19 , Arg2:T30","Protein","Chemprot","Protein-Protein Interaction",22989705
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T19 , Arg2:T31","Protein","Chemprot","Protein-Protein Interaction",22989705
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T19 , Arg2:T32","Protein","Chemprot","Protein-Protein Interaction",22989705
"CPR:4","Protein","INDIRECT-DOWNREGULATOR","Arg1:T22 , Arg2:T29","Protein","Chemprot","Protein-Protein Interaction",22989705
"CPR:4","Protein","INDIRECT-DOWNREGULATOR","Arg1:T22 , Arg2:T30","Protein","Chemprot","Protein-Protein Interaction",22989705
"CPR:4","Protein","INDIRECT-DOWNREGULATOR","Arg1:T22 , Arg2:T31","Protein","Chemprot","Protein-Protein Interaction",22989705
"CPR:4","Protein","INDIRECT-DOWNREGULATOR","Arg1:T22 , Arg2:T32","Protein","Chemprot","Protein-Protein Interaction",22989705
"CPR:1","Protein","PART-OF","Arg1:T2 , Arg2:T23","Protein","Chemprot","Protein-Protein Interaction",23000249
"CPR:2","Protein","INDIRECT-REGULATOR","Arg1:T10 , Arg2:T15","Protein","Chemprot","Protein-Protein Interaction",23000445
"CPR:2","Protein","INDIRECT-REGULATOR","Arg1:T10 , Arg2:T17","Protein","Chemprot","Protein-Protein Interaction",23000445
"CPR:2","Protein","REGULATOR","Arg1:T10 , Arg2:T16","Protein","Chemprot","Protein-Protein Interaction",23000445
"CPR:2","Protein","REGULATOR","Arg1:T10 , Arg2:T18","Protein","Chemprot","Protein-Protein Interaction",23000445
"CPR:2","Protein","REGULATOR","Arg1:T10 , Arg2:T19","Protein","Chemprot","Protein-Protein Interaction",23000445
"CPR:2","Protein","REGULATOR","Arg1:T12 , Arg2:T28","Protein","Chemprot","Protein-Protein Interaction",23000445
"CPR:2","Protein","REGULATOR","Arg1:T12 , Arg2:T29","Protein","Chemprot","Protein-Protein Interaction",23000445
"CPR:2","Protein","REGULATOR","Arg1:T1 , Arg2:T20","Protein","Chemprot","Protein-Protein Interaction",23000445
"CPR:2","Protein","REGULATOR","Arg1:T1 , Arg2:T21","Protein","Chemprot","Protein-Protein Interaction",23000445
"CPR:2","Protein","REGULATOR","Arg1:T3 , Arg2:T22","Protein","Chemprot","Protein-Protein Interaction",23000445
"CPR:2","Protein","REGULATOR","Arg1:T3 , Arg2:T23","Protein","Chemprot","Protein-Protein Interaction",23000445
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T7 , Arg2:T24","Protein","Chemprot","Protein-Protein Interaction",23000445
"CPR:3","Protein","INDIRECT-UPREGULATOR","Arg1:T7 , Arg2:T25","Protein","Chemprot","Protein-Protein Interaction",23000445
"CPR:4","Protein","INHIBITOR","Arg1:T10 , Arg2:T13","Protein","Chemprot","Protein-Protein Interaction",23000445
"CPR:4","Protein","INHIBITOR","Arg1:T10 , Arg2:T14","Protein","Chemprot","Protein-Protein Interaction",23000445
"CPR:4","Protein","INHIBITOR","Arg1:T10 , Arg2:T26","Protein","Chemprot","Protein-Protein Interaction",23000445
"CPR:4","Protein","INHIBITOR","Arg1:T10 , Arg2:T27","Protein","Chemprot","Protein-Protein Interaction",23000445
"CPR:1","Protein","PART-OF","Arg1:T8 , Arg2:T23","Protein","Chemprot","Protein-Protein Interaction",23007555
"CPR:1","Protein","PART-OF","Arg1:T8 , Arg2:T24","Protein","Chemprot","Protein-Protein Interaction",23007555
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T6 , Arg2:T23","Protein","Chemprot","Protein-Protein Interaction",23007555
"CPR:2","Protein","DIRECT-REGULATOR","Arg1:T6 , Arg2:T24","Protein","Chemprot","Protein-Protein Interaction",23007555
"CPR:2","Protein","REGULATOR","Arg1:T2 , Arg2:T15","Protein","Chemprot","Protein-Protein Interaction",23007555
"CPR:2","Protein","REGULATOR","Arg1:T2 , Arg2:T16","Protein","Chemprot","Protein-Protein Interaction",23007555
"CPR:2","Protein","REGULATOR","Arg1:T3 , Arg2:T17","Protein","Chemprot","Protein-Protein Interaction",23007555
"CPR:2","Protein","REGULATOR","Arg1:T3 , Arg2:T18","Protein","Chemprot","Protein-Protein Interaction",23007555
"CPR:4","Protein","DOWNREGULATOR","Arg1:T5 , Arg2:T19","Protein","Chemprot","Protein-Protein Interaction",23007555
"CPR:4","Protein","DOWNREGULATOR","Arg1:T5 , Arg2:T20","Protein","Chemprot","Protein-Protein Interaction",23007555
"CPR:7","Protein","MODULATOR-INHIBITOR","Arg1:T1 , Arg2:T25","Protein","Chemprot","Protein-Protein Interaction",23007555
"CPR:7","Protein","MODULATOR-INHIBITOR","Arg1:T1 , Arg2:T26","Protein","Chemprot","Protein-Protein Interaction",23007555
"CPR:7","Protein","MODULATOR-INHIBITOR","Arg1:T1 , Arg2:T29","Protein","Chemprot","Protein-Protein Interaction",23007555
"CPR:2","Protein","REGULATOR","Arg1:T10 , Arg2:T18","Protein","Chemprot","Protein-Protein Interaction",23017388
"CPR:2","Protein","REGULATOR","Arg1:T10 , Arg2:T19","Protein","Chemprot","Protein-Protein Interaction",23017388
"CPR:2","Protein","REGULATOR","Arg1:T11 , Arg2:T18","Protein","Chemprot","Protein-Protein Interaction",23017388
"CPR:2","Protein","REGULATOR","Arg1:T11 , Arg2:T19","Protein","Chemprot","Protein-Protein Interaction",23017388
"CPR:4","Protein","INDIRECT-DOWNREGULATOR","Arg1:T4 , Arg2:T12","Protein","Chemprot","Protein-Protein Interaction",23017388
"CPR:4","Protein","INDIRECT-DOWNREGULATOR","Arg1:T4 , Arg2:T13","Protein","Chemprot","Protein-Protein Interaction",23017388
