"InteractorA","InteractorA_type","Relation","InteractorB","InteractorB_type","DB","DB_type","PMID"
"Erlotinib","Drug","EGFR","SQUAMOUS CELL CARCINOMA, HEAD AND NECK","Disease","Collected from literature","Collected from literature",""
"Erlotinib","Drug","IGF1R","SQUAMOUS CELL CARCINOMA, HEAD AND NECK","Disease","Collected from literature","Collected from literature",""
"Erlotinib","Drug","IGF1R","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Erlotinib","Drug","HGF","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Erlotinib","Drug","SRC","OVARIAN CANCER","Disease","Collected from literature","Collected from literature",""
"Erlotinib","Drug","SRC","SQUAMOUS CELL CARCINOMA, HEAD AND NECK","Disease","Collected from literature","Collected from literature",""
"Erlotinib","Drug","SRC","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Celecoxib","Drug","FBN2","BREAST CANCER","Disease","Collected from literature","Collected from literature",""
"Celecoxib","Drug","FBN2","PANCREATIC CANCER","Disease","Collected from literature","Collected from literature",""
"Dasatinib","Drug","SERPINB3","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TNF","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TNF","OSTEOARTHRITIS SUSCEPTIBILITY 1","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TNF","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SOD1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SOD1","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SOD1","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SOD1","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SOD1","OBESITY","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SOD1","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SOD1","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SOCS3","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SOCS3","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SOCS3","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MIR122","BILIARY CIRRHOSIS, PRIMARY, 1","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MIR122","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MIR122","OBESITY","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MIR122","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IGKV1-27","BLOOD GROUP, Ss","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IGKV1-27","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IGKV1-27","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IGKV1-27","BILIARY CIRRHOSIS, PRIMARY, 1","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IGKV1-27","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IGKV1-27","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IFNB1","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","NTN1","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","NOS3","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL22","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","HMOX1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","HMOX1","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","HMOX1","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","NFKB1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","CD68","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","CD68","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","CD68","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","ABCG2","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","ABCG2","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","VEGFA","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TLR9","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TLR9","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","HDAC9","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","HDAC9","OBESITY","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","HDAC9","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","CD14","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","CD14","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","CD14","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TLR3","BLOOD GROUP, Ss","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TLR3","BILIARY CIRRHOSIS, PRIMARY, 1","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MAPT","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MAPT","AGING","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL26","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","CAD","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","CAD","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","CAD","OBESITY","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","CAD","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","CAD","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SIRT1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SIRT1","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SIRT1","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SIRT1","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SIRT1","BILIARY CIRRHOSIS, PRIMARY, 1","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SIRT1","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SIRT1","OSTEOARTHRITIS SUSCEPTIBILITY 1","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SIRT1","OBESITY","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SIRT1","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SIRT1","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SIRT1","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SIRT1","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SIRT1","AGING","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TLR2","BLOOD GROUP, Ss","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TLR2","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TLR2","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MTOR","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TBX21","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TBX21","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","PIK3CA","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","PIK3CA","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL1B","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL1B","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TNFRSF1B","BLOOD GROUP, Ss","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TNFRSF1B","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","CCL2","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","CCL2","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","CCL2","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","NFATC1","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","NFATC1","BILIARY CIRRHOSIS, PRIMARY, 1","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","NFATC1","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","JUN","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","JUN","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","JUN","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","JUN","OBESITY","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","JUN","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","JUN","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","JUN","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SOCS1","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SOCS1","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","RELA","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","RELA","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IFNA1","BLOOD GROUP, Ss","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IFNA1","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IFNA1","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL1RN","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL1RN","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL1RN","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL1RN","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL1RN","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","CD274","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","RELB","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MIR223","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL1A","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MAF","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","NLRP3","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","NLRP3","BLOOD GROUP, Ss","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","NLRP3","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","NLRP3","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","NLRP3","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","NLRP3","OBESITY","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","NLRP3","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","NLRP3","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","NLRP3","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","NLRP3","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","DFFB","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","DFFB","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TNFAIP3","BLOOD GROUP, Ss","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TNFAIP3","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MMP2","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MMP9","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MMP9","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MMP9","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MMP9","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MMP9","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MMP9","OBESITY","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MMP9","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MMP9","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MMP9","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MMP9","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TLR4","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TLR4","BLOOD GROUP, Ss","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TLR4","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TLR4","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TLR4","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TLR4","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TLR4","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TLR4","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TLR4","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TLR4","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TLR4","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TLR4","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TLR4","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TGFB1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TGFB1","OBESITY","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","PPIAP10","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","PPIAP10","BLOOD GROUP, Ss","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","PPIAP10","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","PPIAP10","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","INS","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","INS","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","INS","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","INS","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","INS","OBESITY","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","INS","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","INS","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","INS","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","INS","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","INS","AGING","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","ADIPOQ","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","ADIPOQ","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","PRL","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MIR155","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","ASF1A","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","ASF1A","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","AKT1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","AKT1","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","COPD","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IGF1","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","HGF","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","HGF","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","CD28","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TIMP1","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TIMP1","BILIARY CIRRHOSIS, PRIMARY, 1","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","TIMP1","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","WWTR1","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","FGF21","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","FGF21","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","ICAM1","BLOOD GROUP, Ss","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","ICAM1","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","ICAM1","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","ICAM1","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","ICAM1","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","ICAM1","OBESITY","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","ICAM1","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","ICAM1","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","ICAM1","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","ICAM1","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","ICAM1","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","ICAM1","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","MMP12","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","PTGS2","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","PTGS2","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL4","OBESITY","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL4","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","STAT3","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","STAT3","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","STAT3","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL18","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL18","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL18","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL18","GASTRIC CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL18","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL18","OBESITY","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL18","ALZHEIMER DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL18","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL18","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL18","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL18","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SERPINB3","OBESITY","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SERPINB3","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","SERPINB3","LUNG CANCER","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IFNG","AUTOIMMUNE DISEASE","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IFNG","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL10","ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL10","BILIARY CIRRHOSIS, PRIMARY, 1","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL10","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL10","CYSTIC FIBROSIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","RETN","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","RETN","RHEUMATOID ARTHRITIS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","RETN","OBESITY","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","RETN","TYPE 1 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","RETN","TYPE 2 DIABETES MELLITUS","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL6","BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20","Disease","Collected from literature","Collected from literature",""
"Interleukin-10","Drug","IL6","SYSTEMIC LUPUS ERYTHEMATOSUS","Disease","Collected from literature","Collected from literature",""
