"InteractorA","InteractorA_type","Relation","InteractorB","InteractorB_type","DB","DB_type","PMID"
"CACNG7","Gene","modulator","ATAGABALIN","Drug","DGidb","Drug-Gene Interation",""
"TRPC5","Gene","activator","(-)-ENGLERIN A","Drug","DGidb","Drug-Gene Interation",""
"BRAF","Gene","inhibitor","RG-7256","Drug","DGidb","Drug-Gene Interation",""
"SCN4A","Gene","blocker","LIDOCAINE HYDROCHLORIDE HYDRATE","Drug","DGidb","Drug-Gene Interation",""
"EGFR","Gene","inhibitor","CEP-32496","Drug","DGidb","Drug-Gene Interation",""
"FLT3","Gene","inhibitor","MIDOSTAURIN","Drug","DGidb","Drug-Gene Interation",""
"AQP3","Gene","inhibitor","HG2+","Drug","DGidb","Drug-Gene Interation",""
"ADORA2B","Gene","agonist","BINODENOSON","Drug","DGidb","Drug-Gene Interation",""
"GABRA2","Gene","positive modulator","METHOHEXITAL SODIUM","Drug","DGidb","Drug-Gene Interation",""
"GABRA3","Gene","positive modulator","TALBUTAL","Drug","DGidb","Drug-Gene Interation",""
"GSK3B","Gene","inhibitor","INDIRUBIN-3'-MONOXIME","Drug","DGidb","Drug-Gene Interation",""
"KCNQ3","Gene","blocker","DALFAMPRIDINE","Drug","DGidb","Drug-Gene Interation",""
"TGFB1","Gene","inhibitor","FRESOLIMUMAB","Drug","DGidb","Drug-Gene Interation",""
"PLA2G7","Gene","inhibitor","COMPOUND 37","Drug","DGidb","Drug-Gene Interation","29193967"
"SRC","Gene","inhibitor","COMPOUND 2","Drug","DGidb","Drug-Gene Interation","15546730"
"CD274","Gene","inhibitor","ATEZOLIZUMAB","Drug","DGidb","Drug-Gene Interation",""
"PRKCA","Gene","inhibitor","7-HYDROXYSTAUROSPORINE","Drug","DGidb","Drug-Gene Interation",""
"NDUFS3","Gene","inhibitor","ME-344","Drug","DGidb","Drug-Gene Interation",""
"THRB","Gene","agonist","MB07811","Drug","DGidb","Drug-Gene Interation",""
"PDE5A","Gene","inhibitor","SILDENAFIL CITRATE","Drug","DGidb","Drug-Gene Interation",""
"RAF1","Gene","inhibitor","RIPK3 INHIBITOR 18","Drug","DGidb","Drug-Gene Interation",""
"DPP8","Gene","inhibitor","TENELIGLIPTIN","Drug","DGidb","Drug-Gene Interation",""
"VIPR2","Gene","agonist","PACAP-27","Drug","DGidb","Drug-Gene Interation",""
"KDM1A","Gene","inhibitor","OG-L002","Drug","DGidb","Drug-Gene Interation",""
"MAP2K1","Gene","inhibitor","PD325901","Drug","DGidb","Drug-Gene Interation",""
"CHRM2","Gene","antagonist","MEPENZOLIC ACID","Drug","DGidb","Drug-Gene Interation",""
"CTSB","Gene","inhibitor","VBY-825","Drug","DGidb","Drug-Gene Interation",""
"ATM","Gene","inhibitor","KU-55933","Drug","DGidb","Drug-Gene Interation",""
"SIK1","Gene","inhibitor","BOSUTINIB","Drug","DGidb","Drug-Gene Interation",""
"PSMB6","Gene","inhibitor","BORTEZOMIB","Drug","DGidb","Drug-Gene Interation",""
"HCK","Gene","inhibitor","PEXMETINIB","Drug","DGidb","Drug-Gene Interation",""
"INSR","Gene","agonist","INSULIN PEGLISPRO","Drug","DGidb","Drug-Gene Interation",""
"ADORA2A","Gene","antagonist","KF26777","Drug","DGidb","Drug-Gene Interation",""
"ESR2","Gene","agonist","WAY200070","Drug","DGidb","Drug-Gene Interation",""
"PDE4A","Gene","inhibitor","APREMILAST","Drug","DGidb","Drug-Gene Interation",""
"RGS4","Gene","inhibitor","(5E)-1-(4-FLUOROPHENYL)-5","Drug","DGidb","Drug-Gene Interation",""
"SCN4A","Gene","blocker","IRAMPANEL","Drug","DGidb","Drug-Gene Interation",""
"HTR2C","Gene","agonist","ORG-37684","Drug","DGidb","Drug-Gene Interation",""
"SCN5A","Gene","blocker","TOPIRAMATE","Drug","DGidb","Drug-Gene Interation",""
"NAT1","Gene","inhibitor","DESVENLAFAXINE SUCCINATE","Drug","DGidb","Drug-Gene Interation",""
"GABRG1","Gene","positive modulator","SEVOFLURANE","Drug","DGidb","Drug-Gene Interation",""
"PIK3C2B","Gene","inhibitor","XL-765","Drug","DGidb","Drug-Gene Interation",""
"SCN4A","Gene","blocker","ORPHENADRINE (CHLORIDE)","Drug","DGidb","Drug-Gene Interation",""
"TUBB6","Gene","inhibitor","INDIBULIN","Drug","DGidb","Drug-Gene Interation",""
"DPP4","Gene","inhibitor","SAXAGLIPTIN HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"RARA","Gene","agonist","ALITRETINOIN","Drug","DGidb","Drug-Gene Interation",""
"PIK3CG","Gene","inhibitor","XL147","Drug","DGidb","Drug-Gene Interation",""
"GRM1","Gene","antagonist","LY341495","Drug","DGidb","Drug-Gene Interation",""
"HDAC6","Gene","inhibitor","PANOBINOSTAT LACTATE","Drug","DGidb","Drug-Gene Interation",""
"FOLH1","Gene","inhibitor","COMPOUND 8D","Drug","DGidb","Drug-Gene Interation","15027864"
"BDKRB1","Gene","agonist","BRADYKININ","Drug","DGidb","Drug-Gene Interation",""
"GPER1","Gene","agonist","RALOXIFENE","Drug","DGidb","Drug-Gene Interation",""
"CHRND","Gene","antagonist","PHTX-11","Drug","DGidb","Drug-Gene Interation",""
"GALR1","Gene","agonist","M617","Drug","DGidb","Drug-Gene Interation",""
"PIM1","Gene","inhibitor","LEUCETTINE L41","Drug","DGidb","Drug-Gene Interation",""
"PNMT","Gene","inhibitor","LY134046","Drug","DGidb","Drug-Gene Interation",""
"GABRB3","Gene","positive modulator","THIAMYLAL SODIUM","Drug","DGidb","Drug-Gene Interation",""
"AKT1","Gene","inhibitor","PERIFOSINE","Drug","DGidb","Drug-Gene Interation",""
"MET","Gene","inhibitor","ARRY-300","Drug","DGidb","Drug-Gene Interation",""
"MAP2K1","Gene","allosteric modulator","COMPOUND 3","Drug","DGidb","Drug-Gene Interation","31804822"
"HTR1A","Gene","antagonist","ZOTEPINE","Drug","DGidb","Drug-Gene Interation",""
"GABRA4","Gene","positive modulator","THIAMYLAL SODIUM","Drug","DGidb","Drug-Gene Interation",""
"GABRA6","Gene","antagonist","[3H]GABAZINE","Drug","DGidb","Drug-Gene Interation",""
"PRKCA","Gene","inhibitor","CEP-2563","Drug","DGidb","Drug-Gene Interation",""
"ADRA2B","Gene","antagonist","PHENTOLAMINE MESYLATE","Drug","DGidb","Drug-Gene Interation",""
"VEGFB","Gene","inhibitor","SORAFENIB TOSYLATE","Drug","DGidb","Drug-Gene Interation",""
"JAK3","Gene","inhibitor","NIK INHIBITOR 12F","Drug","DGidb","Drug-Gene Interation",""
"RYR3","Gene","activator","ATP","Drug","DGidb","Drug-Gene Interation",""
"MET","Gene","inhibitor","SGX-523","Drug","DGidb","Drug-Gene Interation",""
"BIRC2","Gene","antagonist","HGS 1029","Drug","DGidb","Drug-Gene Interation",""
"EGFR","Gene","inhibitor","OSIMERTINIB MESYLATE","Drug","DGidb","Drug-Gene Interation",""
"TYK2","Gene","inhibitor","PF-956980","Drug","DGidb","Drug-Gene Interation",""
"IRAK4","Gene","inhibitor","ND-2158","Drug","DGidb","Drug-Gene Interation",""
"EHMT2","Gene","inhibitor","UNC0321","Drug","DGidb","Drug-Gene Interation",""
"PLA2G2A","Gene","inhibitor","COMPOUND 12E","Drug","DGidb","Drug-Gene Interation","18605714"
"EGLN1","Gene","inhibitor","COMPOUND 6EE","Drug","DGidb","Drug-Gene Interation","22364528"
"KCNN4","Gene","activator","SKA-111","Drug","DGidb","Drug-Gene Interation",""
"BRS3","Gene","agonist","COMPOUND 21B","Drug","DGidb","Drug-Gene Interation","12723954"
"SPHK1","Gene","inhibitor","SKI II","Drug","DGidb","Drug-Gene Interation",""
"OPRK1","Gene","agonist","Buprenorphine Hydrochloride","Drug","DGidb","Drug-Gene Interation",""
"CA2","Gene","inhibitor","ACETAZOLAMIDE","Drug","DGidb","Drug-Gene Interation",""
"TTK","Gene","inhibitor","COMPOUND 34H","Drug","DGidb","Drug-Gene Interation","27055065"
"PSMC1","Gene","inhibitor","BORTEZOMIB","Drug","DGidb","Drug-Gene Interation",""
"GRIA4","Gene","allosteric modulator","IDRA-21","Drug","DGidb","Drug-Gene Interation",""
"GRM4","Gene","allosteric modulator","COMPOUND 7","Drug","DGidb","Drug-Gene Interation","20638279"
"TUBB6","Gene","inhibitor","CROLIBULIN","Drug","DGidb","Drug-Gene Interation",""
"P2RX4","Gene","antagonist","PAROXETINE","Drug","DGidb","Drug-Gene Interation",""
"GABRA5","Gene","positive modulator","PENTOBARBITAL SODIUM","Drug","DGidb","Drug-Gene Interation",""
"KLK2","Gene","inhibitor","HK2P01 DERIVATIVE KLK2 INHIBITOR","Drug","DGidb","Drug-Gene Interation",""
"HTT","Gene","inhibitor","AMITRIPTYLINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"IL4R","Gene","antibody","DUPILUMAB","Drug","DGidb","Drug-Gene Interation",""
"ADRA2C","Gene","antagonist","PHENOXYBENZAMINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"EPHB3","Gene","inhibitor","COMPOUND 66","Drug","DGidb","Drug-Gene Interation","19788238"
"NR1H2","Gene","allosteric modulator","GSK9772","Drug","DGidb","Drug-Gene Interation",""
"PIM3","Gene","inhibitor","AZD-1208","Drug","DGidb","Drug-Gene Interation",""
"CYP19A1","Gene","inhibitor","ANASTROZOLE","Drug","DGidb","Drug-Gene Interation",""
"RAF1","Gene","inhibitor","CCT196969","Drug","DGidb","Drug-Gene Interation",""
"KCNF1","Gene","blocker","GUANIDINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"ADRB2","Gene","antagonist","CARVEDILOL","Drug","DGidb","Drug-Gene Interation",""
"KCNH5","Gene","blocker","GUANIDINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"KCNQ5","Gene","blocker","NERISPIRDINE","Drug","DGidb","Drug-Gene Interation",""
"FGR","Gene","inhibitor","COMPOUND 2C","Drug","DGidb","Drug-Gene Interation","24900538"
"TRPC6","Gene","activator","GSK1702934A","Drug","DGidb","Drug-Gene Interation",""
"GRM4","Gene","agonist","L-AP4","Drug","DGidb","Drug-Gene Interation",""
"GRPR","Gene","antagonist","[D-PHE6, LEU13, CPA14,Î¨13-14]BOMBESIN-(6-14)","Drug","DGidb","Drug-Gene Interation",""
"PSMB11","Gene","inhibitor","IXAZOMIB CITRATE","Drug","DGidb","Drug-Gene Interation",""
"PTGIR","Gene","agonist","MRE-269","Drug","DGidb","Drug-Gene Interation",""
"MMP9","Gene","vaccine","S-3304","Drug","DGidb","Drug-Gene Interation",""
"FLT3","Gene","inhibitor","AKN-028","Drug","DGidb","Drug-Gene Interation",""
"TNFRSF8","Gene","antibody","BRENTUXIMAB","Drug","DGidb","Drug-Gene Interation",""
"PSMB5","Gene","inhibitor","BORTEZOMIB","Drug","DGidb","Drug-Gene Interation",""
"CNR2","Gene","agonist","ANANDAMIDE","Drug","DGidb","Drug-Gene Interation",""
"DRD1","Gene","agonist","(+)-ADTN","Drug","DGidb","Drug-Gene Interation",""
"MTNR1A","Gene","antagonist","S20928","Drug","DGidb","Drug-Gene Interation",""
"PI4KA","Gene","inhibitor","WORTMANNIN","Drug","DGidb","Drug-Gene Interation",""
"GLRA1","Gene","antagonist","PMBA","Drug","DGidb","Drug-Gene Interation",""
"CA1","Gene","inhibitor","SULPIRIDE","Drug","DGidb","Drug-Gene Interation",""
"GRIN2B","Gene","antagonist","DELUCEMINE","Drug","DGidb","Drug-Gene Interation",""
"NAPEPLD","Gene","inhibitor","BITHIONOL","Drug","DGidb","Drug-Gene Interation",""
"MAPK11","Gene","inhibitor","TAK-715","Drug","DGidb","Drug-Gene Interation",""
"GPR119","Gene","agonist","1-STEAROYL-LYSOPHOSPHATIDYLCHOLINE","Drug","DGidb","Drug-Gene Interation",""
"PTGS1","Gene","inhibitor","MECLOFENAMIC ACID","Drug","DGidb","Drug-Gene Interation",""
"CHRM5","Gene","antagonist","SILAHEXOCYCLIUM","Drug","DGidb","Drug-Gene Interation",""
"KIT","Gene","inhibitor","LINIFANIB","Drug","DGidb","Drug-Gene Interation",""
"MTOR","Gene","inhibitor","COMPOUND 15A","Drug","DGidb","Drug-Gene Interation","32069401"
"KDR","Gene","inhibitor","ENMD-981693","Drug","DGidb","Drug-Gene Interation",""
"METAP1D","Gene","inhibitor","TOSEDOSTAT","Drug","DGidb","Drug-Gene Interation",""
"OPRM1","Gene","agonist","LOPERAMIDE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"SCN8A","Gene","blocker","DRONEDARONE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"BACE1","Gene","inhibitor","NB-360","Drug","DGidb","Drug-Gene Interation",""
"TEK","Gene","inhibitor","DDR1/2 INHIBITOR 5N","Drug","DGidb","Drug-Gene Interation",""
"GABRA1","Gene","allosteric modulator","TRIAZOLAM","Drug","DGidb","Drug-Gene Interation",""
"GRIN1","Gene","blocker","LANICEMINE","Drug","DGidb","Drug-Gene Interation",""
"TUBB3","Gene","inhibitor","LEXIBULIN","Drug","DGidb","Drug-Gene Interation",""
"NTRK3","Gene","inhibitor","LESTAURTINIB","Drug","DGidb","Drug-Gene Interation",""
"DRD2","Gene","partial agonist","APLINDORE FUMARATE","Drug","DGidb","Drug-Gene Interation",""
"PIK3R5","Gene","inhibitor","PICTILISIB","Drug","DGidb","Drug-Gene Interation",""
"CTSD","Gene","inhibitor","COMPOUND 3","Drug","DGidb","Drug-Gene Interation","8410973"
"DRD1","Gene","agonist","5-HYDROXYTRYPTAMINE","Drug","DGidb","Drug-Gene Interation",""
"SCN9A","Gene","blocker","QUINIDINE GLUCONATE","Drug","DGidb","Drug-Gene Interation",""
"OPRM1","Gene","agonist","ANILERIDINE PHOSPHATE","Drug","DGidb","Drug-Gene Interation",""
"PIK3CB","Gene","inhibitor","PUQUITINIB","Drug","DGidb","Drug-Gene Interation",""
"GABRG1","Gene","positive modulator","ESTAZOLAM","Drug","DGidb","Drug-Gene Interation",""
"PPARG","Gene","agonist","GW9578","Drug","DGidb","Drug-Gene Interation",""
"CCR4","Gene","antagonist","AZD1678","Drug","DGidb","Drug-Gene Interation",""
"SCN7A","Gene","blocker","INDECAINIDE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"CHRM4","Gene","agonist","[3H]ACETYLCHOLINE","Drug","DGidb","Drug-Gene Interation",""
"NDUFS3","Gene","inhibitor","METFORMIN HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"MTOR","Gene","inhibitor","INK-128","Drug","DGidb","Drug-Gene Interation",""
"FFAR1","Gene","agonist","GW9508","Drug","DGidb","Drug-Gene Interation",""
"GABRA6","Gene","positive modulator","SEVOFLURANE","Drug","DGidb","Drug-Gene Interation",""
"CNR2","Gene","agonist","L-759,656","Drug","DGidb","Drug-Gene Interation",""
"CHRM5","Gene","antagonist","PIRENZEPINE","Drug","DGidb","Drug-Gene Interation",""
"NDUFC1","Gene","inhibitor","NV-128","Drug","DGidb","Drug-Gene Interation",""
"RARA","Gene","antagonist","BMS614","Drug","DGidb","Drug-Gene Interation",""
"RXFP4","Gene","agonist","EUROPIUM-LABELLED RELAXIN-3-B/INSL5 A CHIMERA","Drug","DGidb","Drug-Gene Interation",""
"GPR55","Gene","agonist","N-OLEOYLETHANOLAMIDE","Drug","DGidb","Drug-Gene Interation",""
"TRPA1","Gene","activator","1'-ACETOXYCHAVICOL ACETATE","Drug","DGidb","Drug-Gene Interation",""
"NOTCH3","Gene","antibody","REGN421","Drug","DGidb","Drug-Gene Interation",""
"ADRB1","Gene","agonist","(-)-ADRENALINE","Drug","DGidb","Drug-Gene Interation",""
"HTR1A","Gene","agonist","VORTIOXETINE","Drug","DGidb","Drug-Gene Interation",""
"BRAF","Gene","inhibitor","TAK-580","Drug","DGidb","Drug-Gene Interation",""
"KDR","Gene","inhibitor","VEGF RECEPTOR 2 KINASE INHIBITOR II","Drug","DGidb","Drug-Gene Interation",""
"CCR5","Gene","antagonist","APLAVIROC HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"HTR1A","Gene","antagonist","(-)-TERTATOLOL","Drug","DGidb","Drug-Gene Interation",""
"CDK4","Gene","inhibitor","BMS-387032","Drug","DGidb","Drug-Gene Interation",""
"KCNN4","Gene","activator","CHLORZOXAZONE","Drug","DGidb","Drug-Gene Interation",""
"ADRA1B","Gene","antagonist","SPIROXATRINE","Drug","DGidb","Drug-Gene Interation",""
"PIK3CD","Gene","inhibitor","COMPOUND 82","Drug","DGidb","Drug-Gene Interation","21332118"
"MET","Gene","inhibitor","SAVOLITINIB","Drug","DGidb","Drug-Gene Interation",""
"ADRB3","Gene","antagonist","CGP 20712A","Drug","DGidb","Drug-Gene Interation",""
"AURKB","Gene","inhibitor","BARASERTIB-HQPA","Drug","DGidb","Drug-Gene Interation",""
"EGFR","Gene","inhibitor","NERATINIB","Drug","DGidb","Drug-Gene Interation",""
"SSTR2","Gene","agonist","L-362,855","Drug","DGidb","Drug-Gene Interation",""
"NDUFS2","Gene","inhibitor","METFORMIN HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"PTK2B","Gene","inhibitor","NVP-TAE 226","Drug","DGidb","Drug-Gene Interation",""
"PDE9A","Gene","inhibitor","DIPYRIDAMOLE","Drug","DGidb","Drug-Gene Interation",""
"SCN1A","Gene","blocker","PHENAZOPYRIDINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"HTR2A","Gene","antagonist","CYAMEMAZINE","Drug","DGidb","Drug-Gene Interation",""
"CNR2","Gene","agonist","Î”9-TETRAHYDROCANNABINOL","Drug","DGidb","Drug-Gene Interation",""
"PIK3CA","Gene","inhibitor","BIMIRALISIB","Drug","DGidb","Drug-Gene Interation",""
"GABRA4","Gene","blocker","PICROTOXIN","Drug","DGidb","Drug-Gene Interation",""
"PSEN1","Gene","inhibitor","ELND006","Drug","DGidb","Drug-Gene Interation",""
"KCNH2","Gene","blocker","E4031","Drug","DGidb","Drug-Gene Interation",""
"SYK","Gene","inhibitor","Cerdulatinib","Drug","DGidb","Drug-Gene Interation",""
"SCTR","Gene","agonist","VIP","Drug","DGidb","Drug-Gene Interation",""
"CCR2","Gene","agonist","VCCL4","Drug","DGidb","Drug-Gene Interation",""
"RARA","Gene","agonist","TAZAROTENE","Drug","DGidb","Drug-Gene Interation",""
"MMP9","Gene","inhibitor","(R)-ND-336","Drug","DGidb","Drug-Gene Interation",""
"JAK2","Gene","inhibitor","CEP-33779","Drug","DGidb","Drug-Gene Interation",""
"TEK","Gene","inhibitor","ALTIRATINIB","Drug","DGidb","Drug-Gene Interation",""
"PTGER4","Gene","antagonist","GW 627368","Drug","DGidb","Drug-Gene Interation",""
"DRD2","Gene","antagonist","ZOTEPINE","Drug","DGidb","Drug-Gene Interation",""
"TSSK2","Gene","inhibitor","COMPOUND 2C","Drug","DGidb","Drug-Gene Interation","24900538"
"PTGDR2","Gene","agonist","PGJ2","Drug","DGidb","Drug-Gene Interation",""
"KDM1A","Gene","inhibitor","TRANYLCYPROMINE","Drug","DGidb","Drug-Gene Interation",""
"HRH1","Gene","antagonist","ACRIVASTINE","Drug","DGidb","Drug-Gene Interation",""
"SCN10A","Gene","blocker","OXCARBAZEPINE","Drug","DGidb","Drug-Gene Interation",""
"KCNJ4","Gene","blocker","BA2+","Drug","DGidb","Drug-Gene Interation",""
"HSP90AA1","Gene","inhibitor","RETASPIMYCIN","Drug","DGidb","Drug-Gene Interation",""
"S1PR3","Gene","modulator","AMISELIMOD HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"NPFFR2","Gene","agonist","[125I]NPFF","Drug","DGidb","Drug-Gene Interation",""
"TACR3","Gene","agonist","NEUROKININ A","Drug","DGidb","Drug-Gene Interation",""
"CHEK2","Gene","inhibitor","CCT245737","Drug","DGidb","Drug-Gene Interation",""
"GABRA2","Gene","positive modulator","ISOFLURANE","Drug","DGidb","Drug-Gene Interation",""
"NAT1","Gene","inhibitor","DIETHYLPROPION HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"SCN8A","Gene","blocker","PROPAFENONE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"NTRK3","Gene","inhibitor","DDR1/2 INHIBITOR 5N","Drug","DGidb","Drug-Gene Interation",""
"ADORA1","Gene","agonist","2-HEXYNYL-NECA","Drug","DGidb","Drug-Gene Interation",""
"HTR2A","Gene","agonist","MK-212","Drug","DGidb","Drug-Gene Interation",""
"OXTR","Gene","antagonist","SSR126768A","Drug","DGidb","Drug-Gene Interation",""
"FDPS","Gene","inhibitor","COMPOUND 2","Drug","DGidb","Drug-Gene Interation","18295483"
"HTR1D","Gene","antagonist","SB 649915","Drug","DGidb","Drug-Gene Interation",""
"GABRA6","Gene","positive modulator","PRIMIDONE","Drug","DGidb","Drug-Gene Interation",""
"HCAR2","Gene","agonist","(+)-5-(5-BROMOTHIOPHEN-3-YL)-5-METHYL-4-OXO-4,5-DIHYDRO-FURAN-2-CARBOXYLIC ACID","Drug","DGidb","Drug-Gene Interation",""
"MYLK","Gene","activator","CALMODULIN","Drug","DGidb","Drug-Gene Interation",""
"KDR","Gene","inhibitor","TAK-593","Drug","DGidb","Drug-Gene Interation",""
"CACNA1D","Gene","blocker","NICARDIPINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"HDAC7","Gene","inhibitor","QUISINOSTAT","Drug","DGidb","Drug-Gene Interation",""
"SLC18A2","Gene","inhibitor","RESCINNAMINE","Drug","DGidb","Drug-Gene Interation",""
"PTGS1","Gene","inhibitor","NAPROXCINOD","Drug","DGidb","Drug-Gene Interation",""
"HTR2C","Gene","antagonist","FR260010","Drug","DGidb","Drug-Gene Interation",""
"CNR1","Gene","agonist","MDMB-FUBINACA","Drug","DGidb","Drug-Gene Interation",""
"CALCR","Gene","agonist","KBP-088","Drug","DGidb","Drug-Gene Interation",""
"PIK3CB","Gene","inhibitor","GSK2126458","Drug","DGidb","Drug-Gene Interation",""
"TLR8","Gene","inhibitor","CU-CPT8M","Drug","DGidb","Drug-Gene Interation",""
"PPARG","Gene","agonist","L-796449","Drug","DGidb","Drug-Gene Interation",""
"ERBB2","Gene","antibody","MM111","Drug","DGidb","Drug-Gene Interation",""
"PRKCG","Gene","inhibitor","7-HYDROXYSTAUROSPORINE","Drug","DGidb","Drug-Gene Interation",""
"IDO1","Gene","inhibitor","EPACADOSTAT","Drug","DGidb","Drug-Gene Interation",""
"ANGPT1","Gene","inhibitor","TREBANANIB","Drug","DGidb","Drug-Gene Interation",""
"RGS4","Gene","inhibitor","CCG-63808","Drug","DGidb","Drug-Gene Interation",""
"VDR","Gene","agonist","BECOCALCIDIOL","Drug","DGidb","Drug-Gene Interation",""
"TRPM4","Gene","activator","BTP2","Drug","DGidb","Drug-Gene Interation",""
"MAP3K11","Gene","inhibitor","CEP-1347","Drug","DGidb","Drug-Gene Interation",""
"GABRB3","Gene","positive modulator","DESFLURANE","Drug","DGidb","Drug-Gene Interation",""
"INSR","Gene","agonist","INSULIN ASPART PROTAMINE RECOMBINANT","Drug","DGidb","Drug-Gene Interation",""
"CHRM1","Gene","allosteric modulator","ML169","Drug","DGidb","Drug-Gene Interation",""
"FLT1","Gene","inhibitor","CEP-5214","Drug","DGidb","Drug-Gene Interation",""
"PLAT","Gene","inhibitor","DUP-714","Drug","DGidb","Drug-Gene Interation",""
"GABRA3","Gene","allosteric modulator","CLONAZEPAM","Drug","DGidb","Drug-Gene Interation",""
"CACNA2D2","Gene","modulator","MIROGABALIN BESYLATE","Drug","DGidb","Drug-Gene Interation",""
"TUBB2B","Gene","inhibitor","PLINABULIN","Drug","DGidb","Drug-Gene Interation",""
"TACR3","Gene","antagonist","GSK 172981","Drug","DGidb","Drug-Gene Interation",""
"LSS","Gene","inhibitor","COMPOUND 6","Drug","DGidb","Drug-Gene Interation","22533316"
"CACNA1A","Gene","modulator","IMAGABALIN","Drug","DGidb","Drug-Gene Interation",""
"ADORA2B","Gene","antagonist","ATL802","Drug","DGidb","Drug-Gene Interation",""
"HTR2A","Gene","antagonist","GLEMANSERIN","Drug","DGidb","Drug-Gene Interation",""
"NPBWR1","Gene","agonist","DES-BR-NEUROPEPTIDE B-23","Drug","DGidb","Drug-Gene Interation",""
"HTR5A","Gene","antagonist","METHIOTHEPIN","Drug","DGidb","Drug-Gene Interation",""
"EPHA2","Gene","inhibitor","VANDETANIB","Drug","DGidb","Drug-Gene Interation",""
"CD80","Gene","inhibitor","BELATACEPT","Drug","DGidb","Drug-Gene Interation",""
"ABL1","Gene","inhibitor","AZM-475271","Drug","DGidb","Drug-Gene Interation",""
"CNR1","Gene","agonist","LENABASUM","Drug","DGidb","Drug-Gene Interation",""
"ACE2","Gene","activator","XNT","Drug","DGidb","Drug-Gene Interation","18391097"
"CACNA1H","Gene","blocker","ANANDAMIDE","Drug","DGidb","Drug-Gene Interation",""
"ITGB5","Gene","inhibitor","DI17E6","Drug","DGidb","Drug-Gene Interation",""
"RYR1","Gene","activator","ATP","Drug","DGidb","Drug-Gene Interation",""
"CLK4","Gene","inhibitor","ML315","Drug","DGidb","Drug-Gene Interation",""
"PIK3R5","Gene","inhibitor","LY-3023414","Drug","DGidb","Drug-Gene Interation",""
"PIK3CG","Gene","inhibitor","PUQUITINIB","Drug","DGidb","Drug-Gene Interation",""
"ATP4B","Gene","inhibitor","PANTOPRAZOLE SODIUM","Drug","DGidb","Drug-Gene Interation",""
"RARA","Gene","agonist","AGN193836","Drug","DGidb","Drug-Gene Interation",""
"GABBR1","Gene","agonist","ARBACLOFEN","Drug","DGidb","Drug-Gene Interation",""
"INSR","Gene","inhibitor","KW-2450","Drug","DGidb","Drug-Gene Interation",""
"CHEK1","Gene","inhibitor","RG-7602","Drug","DGidb","Drug-Gene Interation",""
"CHRNA9","Gene","antagonist","[3H]METHYLLYCACONITINE","Drug","DGidb","Drug-Gene Interation",""
"PIKFYVE","Gene","inhibitor","APILIMOD","Drug","DGidb","Drug-Gene Interation",""
"IGHE","Gene","inhibitor","QUILIZUMAB","Drug","DGidb","Drug-Gene Interation",""
"SCN10A","Gene","blocker","LACOSAMIDE","Drug","DGidb","Drug-Gene Interation",""
"CCKBR","Gene","agonist","CCK-8","Drug","DGidb","Drug-Gene Interation",""
"GRM1","Gene","allosteric modulator","CPCCOET","Drug","DGidb","Drug-Gene Interation",""
"HTR2B","Gene","agonist","TFMPP","Drug","DGidb","Drug-Gene Interation",""
"GABRA3","Gene","allosteric modulator","[3H]CGS8216","Drug","DGidb","Drug-Gene Interation",""
"CYP2A6","Gene","inhibitor","COMPOUND 38A","Drug","DGidb","Drug-Gene Interation","15634016"
"CHRM2","Gene","antagonist","TOLTERODINE","Drug","DGidb","Drug-Gene Interation",""
"ADRA2C","Gene","agonist","OXYMETAZOLINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"SLC5A2","Gene","inhibitor","REMOGLIFLOZIN ETABONATE","Drug","DGidb","Drug-Gene Interation",""
"ADRB1","Gene","agonist","DOBUTAMINE HYDROCHLORIDE","Drug","DGidb","Drug-Gene Interation",""
"OPRL1","Gene","antagonist","AT-076","Drug","DGidb","Drug-Gene Interation",""
"ADORA1","Gene","antagonist","THEOPHYLLINE SODIUM GLYCINATE","Drug","DGidb","Drug-Gene Interation",""
"PTGER4","Gene","agonist","MB-28767","Drug","DGidb","Drug-Gene Interation",""
"GPR35","Gene","agonist","CXCL17","Drug","DGidb","Drug-Gene Interation",""
"HTR5A","Gene","agonist","EMDT","Drug","DGidb","Drug-Gene Interation",""
"CYP17A1","Gene","inhibitor","ABIRATERONE","Drug","DGidb","Drug-Gene Interation",""
