"InteractorA"	"Relation"	"InteractorB"
"KCNB2"	"blocker"	"NERISPIRDINE"
"SSTR5"	"agonist"	"SRIF-14"
"P2RY14"	"agonist"	"2-THIO-UDP"
"CDK1"	"inhibitor"	"THAL-SNS-032"
"HTR1B"	"agonist"	"7-METHOXY-1-NAPHTHYLPIPERAZINE"
"GRIA2"	"allosteric modulator"	"CX516"
"SCN11A"	"blocker"	"NERISPIRDINE"
"MET"	"inhibitor"	"MERESTINIB"
"C3AR1"	"antagonist"	"FLTCHAAR"
"GALR1"	"agonist"	"GAL-B2-C14"
"HTR5A"	"antagonist"	"CLOZAPINE"
"HTR2A"	"agonist,antagonist"	"PINDOLOL"
"CACNA1A"	"modulator"	"ATAGABALIN"
"EZH2"	"inhibitor"	"PF-06821497"
"GRM3"	"agonist"	"(1S,3R)-ACPD"
"FLT1"	"agonist"	"TELBERMIN"
"TACR3"	"antagonist"	"Nâ€?,2-DIPHENYLQUINOLINE-4-CARBOHYDRAZIDE"
"CACNA1I"	"blocker"	"ETHOSUXIMIDE"
"KCNA7"	"blocker"	"GUANIDINE HYDROCHLORIDE"
"ADORA3"	"agonist"	"[125I]AB-MECA"
"MAPK7"	"inhibitor"	"BIX02188"
"PIK3R2"	"inhibitor"	"DS-7423"
"VEGFA"	"inhibitor"	"CONBERCEPT"
"OPRK1"	"antagonist"	"NALMEFENE HYDROCHLORIDE"
"BIRC3"	"antagonist"	"HGS 1029"
"AGTR2"	"agonist"	"ANGIOTENSIN-(1-7)"
"GJC1"	"inhibitor"	"OCTANOL"
"S1PR4"	"agonist"	"ASP4058"
"AGTR1"	"antagonist"	"[SAR1,ILE4,ILE8]ANG-II"
"ADORA1"	"agonist"	"2-CHLOROADENOSINE"
"HTR2A"	"antagonist"	"CHLORPROTHIXENE"
"PDGFRA"	"inhibitor"	"CHMFL-KIT-64"
"NR3C1"	"agonist"	"[3H]DEXAMETHASONE"
"ADORA2A"	"agonist"	"HEMADO"
"GALR2"	"agonist"	"GALANIN(2-29) (PIG)"
"TBXA2R"	"antagonist"	"[125I]SAP"
"PIK3CD"	"inhibitor"	"PI-103"
"ATP1A3"	"inhibitor"	"DESLANOSIDE"
"TBXA2R"	"antagonist"	"[125I]PTA-OH"
"CHRM2"	"antagonist"	"AQ-RA 741"
"CDK6"	"inhibitor"	"TRILACICLIB"
"AURKB"	"inhibitor"	"AT9283"
"ATAD2"	"inhibitor"	"GSK8814"
"EPOR"	"agonist"	"EPOETIN ALFA"
"HTR1B"	"agonist"	"DONITRIPTAN"
"MTNR1A"	"antagonist"	"LUZINDOLE"
"NDUFAF2"	"inhibitor"	"METFORMIN HYDROCHLORIDE"
"VDR"	"agonist"	"LUNACALCIPOL"
"GPR119"	"agonist"	"SEA"
"SCN8A"	"blocker"	"ORPHENADRINE (CHLORIDE)"
"EPHB4"	"inhibitor"	"TG100-801"
"ROCK1"	"inhibitor"	"COMPOUND 22"
"KCNQ5"	"inhibitor"	"LINOPIRDINE"
"GABRB1"	"positive modulator"	"THIAMYLAL SODIUM"
"KCNJ13"	"blocker"	"BA2+"
"CACNB4"	"blocker"	"BEPRIDIL HYDROCHLORIDE"
"KLK1"	"inhibitor"	"EXAMPLE 131"
"MAS1"	"agonist"	"CGEN-856"
"PIK3CA"	"inhibitor"	"BGJ398"
"DRD1"	"antagonist"	"SPIPERONE"
"ADORA3"	"antagonist"	"MSX-2"
"RXRG"	"modulator"	"MOFAROTENE"
"KCNH2"	"inhibitor"	"APETX-1"
"PDGFRA"	"antibody"	"RAMUCIRUMAB"
"GABRA6"	"positive modulator"	"HALOTHANE"
"MCHR1"	"antagonist"	"COMPOUND 17"
"HTR2C"	"antagonist"	"THIORIDAZINE"
"GRM5"	"allosteric modulator"	"AZD6538"
"PTGER4"	"agonist"	"MISOPROSTOL (FREE ACID FORM)"
"GRM6"	"agonist"	"(1S,3R)-ACPD"
"GRM1"	"antagonist"	"AIDA"
"KDR"	"inhibitor"	"BRIVANIB ALANINATE"
"AGER"	"antagonist"	"AZELIRAGON"
"ADRB1"	"antagonist"	"LY377604"
"FER"	"inhibitor"	"COMPOUND 25B"
"DRD1"	"agonist"	"BROMOCRIPTINE"
"CTSG"	"inhibitor"	"ALOXISTATIN"
"KCND2"	"blocker"	"NERISPIRDINE"
"ITGB2"	"antibody"	"ROVELIZUMAB"
"GALR1"	"agonist"	"GALANIN(2-30) (HUMAN)"
"SCN11A"	"blocker"	"MERETHOXYLLINE PROCAINE"
"GALR2"	"agonist"	"GALANIN(D-TRP2) (PIG)"
"PHF8"	"inhibitor"	"DAMINOZIDE"
"HTR7"	"antagonist"	"DIHYDROERGOTAMINE"
"KRAS"	"inhibitor"	"LONAFARNIB"
"PARP1"	"inhibitor"	"COMPOUND 5"
"DDR2"	"inhibitor"	"IMATINIB"
"ADRA2B"	"antagonist"	"ALSEROXYLON"
"S1PR3"	"agonist"	"FINGOLIMOD-PHOSPHATE"
"GRM4"	"allosteric modulator"	"COMPOUND 1"
"PIK3CB"	"inhibitor"	"BIMIRALISIB"
"SLC1A6"	"inhibitor"	"DL-TBOA"
"PSMA8"	"inhibitor"	"CARFILZOMIB"
"ADORA3"	"antagonist"	"VIPADENANT"
"PTGS1"	"inhibitor"	"COMPOUND 12A"
"CHRNA7"	"allosteric modulator"	"PNU-120596"
"FAAH2"	"inhibitor"	"OL135"
"ADRB3"	"agonist"	"CL316243"
"BTK"	"inhibitor"	"CGI1746"
"PTGS1"	"inhibitor"	"INDOMETHACIN"
"PIK3CG"	"inhibitor"	"GSK-1059615"
"MAP3K19"	"inhibitor"	"COMPOUND 1"
"CDK6"	"inhibitor"	"G1T28-1"
"TRPA1"	"activator"	"PF-4840154"
"FFAR1"	"agonist"	"LINOLEIC ACID"
"SUCNR1"	"agonist"	"COMPOUND 31"
"PPARD"	"agonist"	"DB959"
"CDK4"	"inhibitor"	"LEE011"
"ADORA2A"	"agonist"	"CV-1808"
"SPHK2"	"inhibitor"	"COMPOUND 27D"
"CA7"	"inhibitor"	"ACETAZOLAMIDE"
"HTR2C"	"antagonist"	"CHLORPROTHIXENE"
"LCK"	"inhibitor"	"DASATINIB"
"RRM2B"	"inhibitor"	"CLOFARABINE"
"STS"	"inhibitor"	"IROSUSTAT"
"ASIC1"	"blocker"	"NI2+"
"HTR2A"	"antagonist"	"KETANSERIN"
"VEGFA"	"inhibitor"	"BROLUCIZUMAB"
"GABRA5"	"positive modulator"	"QUAZEPAM"
"TUBA1B"	"inhibitor"	"VINBLASTINE SULFATE"
"ALDH5A1"	"inhibitor"	"DIVALPROEX SODIUM"
"CA7"	"activator"	"L-HISTIDINE"
"CNR2"	"agonist"	"2-ARACHIDONOYLGLYCEROL"
"GPER1"	"antagonist"	"G15"
"HCAR1"	"agonist"	"NICOTINIC ACID"
"GRIA2"	"positive modulator"	"MK-8777"
"PGR"	"agonist"	"NORETHINDRONE ACETATE"
"PDE3A"	"inhibitor"	"MILRINONE LACTATE"
"PRKCD"	"inhibitor"	"GÃ– 6983"
"MAP2K7"	"inhibitor"	"AZD6244"
"GRM5"	"allosteric modulator"	"CTEP"
"NUAK1"	"inhibitor"	"HTH-01-015"
"GALR2"	"agonist"	"GALANIN(1-20)  (HUMAN)"
"MCL1"	"inhibitor"	"OBATOCLAX MESYLATE"
"OPRM1"	"antagonist"	"BNTX"
"KCNH2"	"activator"	"A-935142"
"AVPR2"	"agonist"	"DESMOPRESSIN ACETATE"
"PDGFRB"	"inhibitor"	"JI-101"
"FGFR1"	"inhibitor"	"BRIVANIB ALANINATE"
"PDE4C"	"inhibitor"	"ROFLUMILAST"
"BRAF"	"inhibitor"	"VEMURAFENIB"
"MCHR1"	"antagonist"	"S36540"
"INSR"	"inhibitor"	"HESPERADIN"
"CHRNB2"	"agonist"	"SOFINICLINE"
"CXCR4"	"agonist"	"CXCL12H25R (MONOMER)"
"TACR3"	"agonist"	"HEMOKININ 1"
"GABRA6"	"positive modulator"	"PROPOFOL"
"P2RY12"	"antagonist"	"AP4A"
"AAK1"	"inhibitor"	"COMPOUND 21B"
"GABRP"	"positive modulator"	"PENTOBARBITAL"
"AKT2"	"inhibitor"	"GSK690693"
"HTR2A"	"antagonist"	"SB 215505"
"CACNA1F"	"blocker"	"VERAPAMIL HYDROCHLORIDE"
"BRS3"	"agonist"	"COMPOUND 22E"
"GABRP"	"positive modulator"	"SEVOFLURANE"
"CYSLTR2"	"antagonist"	"COMPOUND 13E"
"SCN11A"	"blocker"	"ESLICARBAZEPINE"
"SCN5A"	"inhibitor"	"AM-6120"
"CHRM1"	"antagonist"	"TRIHEXYPHENIDYL HYDROCHLORIDE"
"KDR"	"inhibitor"	"AZD4547"
"OPRD1"	"agonist"	"DPDPE"
"FES"	"inhibitor"	"HESPERADIN"
"CDK2"	"inhibitor"	"KINASE INHIBITOR 2"
"HTR1A"	"agonist"	"ZIPRASIDONE"
"GNRHR"	"antagonist,allosteric modulator"	"CMPD-1"
"PIK3CB"	"inhibitor"	"PA-799"
"P2RX4"	"agonist"	"ATP"
"FYN"	"inhibitor"	"ACALABRUTINIB"
"SCN2A"	"blocker"	"TOPIRAMATE"
"GALR3"	"antagonist"	"M871"
"PTGER3"	"agonist"	"CICAPROST"
"ADRA2A"	"agonist"	"TIZANIDINE HYDROCHLORIDE"
"CATSPER3"	"activator"	"PROGESTERONE"
"OPRM1"	"antagonist"	"NALTRINDOLE"
"GALR1"	"agonist"	"GALANIN"
"GPR84"	"agonist"	"2-HYDROXY CAPRIC ACID"
"ARAF"	"inhibitor"	"SORAFENIB"
"HRH1"	"antagonist"	"METHDILAZINE"
"RXRA"	"agonist"	"COMPOUND 28"
"ROCK1"	"inhibitor"	"CORTISTATIN A"
"CDK1"	"inhibitor"	"BMS-265246"
"HTR1B"	"agonist"	"DIHYDROERGOTAMINE"
"AGTR1"	"antagonist"	"5-BUTYL-METHYL IMMIDAZOLE CARBOXYLATE 30"
"P2RY13"	"antagonist"	"MRS2603"
"ADRA1B"	"antagonist"	"SILODOSIN"
"SCN2A"	"blocker"	"RALFINAMIDE"
"ROCK2"	"inhibitor"	"COMPOUND 11D"
"ADCYAP1R1"	"agonist"	"[LYS15,ARG16,LEU27]VIP-(1-7)/GRF-(8-27)-NH2"
"NPR1"	"agonist"	"ATRIAL NATRIURETIC PEPTIDE"
"IL6"	"inhibitor"	"PF-04236921"
"NR3C1"	"agonist"	"DEOXYCORTICOSTERONE"
"ADRB2"	"antagonist"	"CARAZOLOL"
"EGFR"	"inhibitor"	"JNJ-26483327"
"HTR2B"	"agonist"	"METHYSERGIDE"
"NDUFA12"	"inhibitor"	"ME-344"
"CHRM1"	"agonist"	"(Â±)YM796"
"NDUFA3"	"inhibitor"	"ME-344"
"HTR2B"	"agonist"	"LYSERGIDE"
"KCNS1"	"blocker"	"NERISPIRDINE"
"PIK3CB"	"inhibitor"	"RG-7666"
"ADRA1A"	"antagonist"	"[125I]HEAT"
"GABRD"	"blocker"	"PICROTOXIN"
"ATP4A"	"inhibitor"	"ESOMEPRAZOLE STRONTIUM"
"FFAR2"	"antagonist"	"CATPB"
"OPRL1"	"antagonist"	"SB 612111"
"INSR"	"inhibitor"	"BMS-536924"
"ADORA1"	"antagonist"	"LUF5962"
"ADRA1D"	"antagonist"	"S(+)-NIGULDIPINE"
"PSMB3"	"inhibitor"	"CARFILZOMIB"
"ADRA2A"	"antagonist"	"LURASIDONE"
"CHRM4"	"antagonist"	"AFDX384"
"SSTR2"	"agonist"	"L-779,976"
"CDK6"	"inhibitor"	"(7S)-HYDROXYL-STAUROSPORINE"
"ADRA1D"	"antagonist"	"PHENTOLAMINE"
"GRM4"	"allosteric modulator"	"VU0092145"
"MAP3K14"	"inhibitor"	"COMPOUND 31"
"KDM4A"	"inhibitor"	"COMPOUND 6A"
"HTR6"	"agonist"	"XANOMELINE"
"GPR183"	"agonist"	"7Î’, 25-DIHYDROXYCHOLESTEROL"
"PLK3"	"inhibitor"	"NMS-P937"
"ADORA2B"	"antagonist"	"[3H]OSIP339391"
"GRIA1"	"allosteric modulator"	"ANIRACETAM"
"FAAH"	"inhibitor"	"ASP8477"
"DRD3"	"agonist"	"7-TRANS-OH-PIPAT"
"PIK3C3"	"inhibitor"	"SAR260301"
"PIK3CB"	"inhibitor"	"COMPOUND 12B"
"PDGFA"	"inhibitor"	"SUNITINIB"
"PCSK2"	"inhibitor"	"PEPTIDE 18"
"SSTR2"	"agonist"	"SRIF-14"
"KCNK9"	"inhibitor"	"ANANDAMIDE"
"ADRA2A"	"antagonist"	"PRAZOSIN"
"GABRQ"	"positive modulator"	"TALBUTAL"
"RARB"	"agonist"	"AC261066"
"S1PR3"	"agonist"	"OZANIMOD"
"ATR"	"inhibitor"	"VX-970"
"PIK3R1"	"inhibitor"	"XL147"
"CLEC4C"	"inhibitor"	"BIIB059"
"ACACB"	"allosteric modulator"	"FIRSOCOSTAT"
"MTNR1A"	"agonist"	"UCSF4226"
"PTGDR2"	"antagonist"	"MK-1029"
"GRM7"	"antagonist"	"MPPG"
"CCR2"	"agonist"	"CCL13"
"GABRR1"	"blocker"	"PICROTOXIN"
"GABRB3"	"positive modulator"	"CLONAZEPAM"
"SUCNR1"	"agonist"	"MALEIC ACID"
"S1PR4"	"agonist"	"COMPOUND 5C"
"PRKCA"	"activator"	"INGENOL MEBUTATE"
"PDGFRB"	"inhibitor"	"PDGF RECEPTOR TYROSINE KINASE INHIBITOR IV"
"HTR1E"	"agonist"	"ASENAPINE"
"FLT3"	"inhibitor"	"FLT-3 INHIBITOR III"
"HTR2B"	"antagonist"	"SB 242084"
"MTNR1A"	"agonist"	"S24014"
"OPRL1"	"agonist"	"SR16835"
"CHRNA4"	"antagonist"	"DEXMECAMYLAMINE"
"NOTCH2"	"inhibitor"	"PF-03084014"
"PTGER1"	"agonist"	"PGD2"
"NDUFA2"	"inhibitor"	"ME-344"
"ASIC1"	"blocker"	"PSALMOTOXIN 1"
"FPR1"	"agonist"	"AG-09/1"
"CD28"	"antibody"	"LULIZUMAB PEGOL"
"CD74"	"antagonist"	"MILATUZUMAB"
"HTR6"	"agonist"	"DONITRIPTAN"
"RGS8"	"inhibitor"	"RGS4 INHIBITOR 13"
"PTGER4"	"antagonist"	"BGC201531"
"NAMPT"	"inhibitor"	"TEGLARINAD CHLORIDE"
"ADORA2B"	"antagonist"	"MRE 3008F20"
"GRM2"	"allosteric modulator"	"COMPOUND 48"
"TTK"	"inhibitor"	"MPS1-IN-1"
"GABRB3"	"positive modulator"	"SECOBARBITAL SODIUM"
"SSTR5"	"agonist"	"[111IN,90Y]DOTA-NOC"
"CSNK2A2"	"inhibitor"	"COMPOUND 2C"
"SLC6A4"	"inhibitor"	"CLOMIPRAMINE"
"KCNQ2"	"blocker"	"TETRAETHYLAMMONIUM"
"FAAH"	"inhibitor"	"BIA 10-2639"
"AKT3"	"inhibitor"	"MK-2206"
"MTNR1A"	"agonist"	"GR 196429"
"C5AR1"	"antagonist"	"ACPHE-ORN-PRO-D-CHA-TRP-ARG"
"HTR2C"	"antagonist"	"TEDATIOXETINE"
"ABL1"	"inhibitor"	"DDR1/2 INHIBITOR 5N"
"NOS2"	"inhibitor"	"1400W"
"PTGER1"	"antagonist"	"SC-51322"
"NR3C1"	"agonist"	"MOMETASONE FUROATE"
"MTOR"	"inhibitor"	"XL765"
"ADORA3"	"agonist"	"CF102"
"MAOA"	"inhibitor"	"SELEGILINE"
"CHRM4"	"agonist"	"CEVIMELINE"
"SCN8A"	"blocker"	"NERISPIRDINE"
"ADRA1A"	"antagonist"	"ALSEROXYLON"
"RHD"	"inhibitor"	"ROZROLIMUPAB"
"CDK9"	"inhibitor"	"SU9516"
"ADORA2A"	"antagonist"	"ZM-241385"
"SCN8A"	"blocker"	"GNE-616"
"TRPM8"	"agonist"	"D-3263"
"MAP3K5"	"inhibitor"	"GS-4997"
"HRH4"	"agonist"	"IMETIT"
"GRM1"	"allosteric modulator"	"COMPOUND 11S"
"GGCX"	"inhibitor"	"ANISINDIONE"
"GABRP"	"agonist"	"PF-06372865"
"HTR1A"	"agonist"	"TERGURIDE"
"AOC3"	"inhibitor"	"MOFEGILINE"
"MTNR1B"	"agonist"	"BOMPPA"
"TLR2"	"agonist"	"COMPOUND 13"
"KDR"	"inhibitor"	"MLKL COMPOUND 1"
"PIK3C2A"	"inhibitor"	"PKI-587"
"FLT3"	"inhibitor"	"PLX108-01"
"SCN1A"	"blocker"	"DYCLONINE HYDROCHLORIDE"
"HCRTR2"	"antagonist"	"SB-674042"
"TRPV4"	"blocker"	"GSK2193874"
"ADRB2"	"agonist"	"HYDROXYAMPHETAMINE HYDROBROMIDE"
"LYN"	"inhibitor"	"ENMD-981693"
"GNRHR"	"agonist"	"[TRP8]GNRH"
"C3AR1"	"agonist"	"COMPOUND 17"
"HRH4"	"antagonist"	"INCB-38579"
"AVPR1A"	"agonist"	"[THR4,GLY7]OT"
"CTSV"	"inhibitor"	"CITIBRASINE"
"HTR2A"	"antagonist"	"SB 228357"
"MAPK11"	"inhibitor"	"SB203580"
"CLEC4E"	"agonist"	"GLCC14C18"
"GRIN2D"	"antagonist"	"AV-101"
"HTR2B"	"agonist"	"[125I]DOI"
"HTR1B"	"agonist"	"RIZATRIPTAN BENZOATE"
"AKR1B1"	"inhibitor"	"SORBINIL"
"HTR1B"	"agonist"	"SUMATRIPTAN"
"GABRA3"	"positive modulator"	"METHYPRYLON"
"FGFR2"	"inhibitor"	"LY-2874455"
"GABRG2"	"positive modulator"	"ESZOPICLONE"
"ADRA1A"	"agonist"	"METHOXAMINE"
"PIM1"	"inhibitor"	"LGB321"
"IL1B"	"inhibitor"	"RILONACEPT"
"JAK3"	"inhibitor"	"MOMELOTINIB"
"TACR1"	"antagonist"	"L-703,606"
"KIR2DL1"	"inhibitor"	"LIRILUMAB"
"NEK2"	"inhibitor"	"GSK579289A"
"GLP1R"	"agonist"	"LIRAGLUTIDE"
"DYRK3"	"inhibitor"	"KINASE INHIBITOR 2"
"KCNQ1"	"activator"	"NIFLUMIC ACID"
"CXCR4"	"antagonist"	"PLERIXAFOR"
"PKM"	"allosteric modulator"	"MITAPIVAT"
"S1PR1"	"agonist"	"SEW2871"
"PTGS2"	"inhibitor"	"COMPOUND 12A"
"CDK4"	"inhibitor"	"LY2835219"
"GLRA2"	"blocker"	"CYANOTRIPHENYLBORATE"
"ZACN"	"antagonist"	"CA2+"
"SSTR5"	"agonist"	"[125I]TYR10-CST14"
"TRPV3"	"antagonist"	"GRC-15300"
"CYP3A4"	"inhibitor"	"BMS-536924"
"NR3C2"	"antagonist"	"FINERENONE"
"SIRT6"	"allosteric modulator"	"MDL-800"
"DRD1"	"antagonist"	"KETANSERIN"
"AVPR1B"	"antagonist"	"MOZAVAPTAN"
"NDUFA8"	"inhibitor"	"ME-344"
"ESR2"	"agonist"	"MK-6913"
"PTGER1"	"agonist"	"ZK118182"
"SCN3A"	"blocker"	"PROCAINE HYDROCHLORIDE"
"APLNR"	"agonist"	"E339-3D6"
"FGFR2"	"inhibitor"	"LUCITANIB"
"GABRQ"	"positive modulator"	"PENTOBARBITAL"
"SSTR5"	"agonist"	"VAPREOTIDE"
"EPHX2"	"inhibitor"	"SWE101"
"CTSA"	"inhibitor"	"COMPOUND 8A"
"PTK6"	"inhibitor"	"VANDETANIB"
"GPER1"	"agonist"	"17Î’-ESTRADIOL"
"ITK"	"inhibitor"	"COMPOUND 25"
"MET"	"inhibitor"	"GLESATINIB"
"P2RY1"	"antagonist"	"MRS2179"
"DPP4"	"inhibitor"	"TRELAGLIPTIN SUCCINATE"
"HCN2"	"blocker"	"ZATEBRADINE"
"CLK2"	"inhibitor"	"TAKINIB"
"PTGS2"	"inhibitor"	"MEFENAMIC ACID"
"DRD1"	"antagonist"	"ECOPIPAM"
"EPCAM"	"inhibitor"	"ADECATUMUMAB"
"CPB2"	"inhibitor"	"SQ-24,798"
"JAK2"	"inhibitor"	"MOMELOTINIB"
"PTH1R"	"agonist"	"[ILE5,TRP23]PTHRP-(4-36) (HUMAN)"
"CACNA1D"	"blocker"	"AZD1305"
"HTR2A"	"agonist"	"M-CHLOROPHENYLPIPERAZINE"
"SIRT1"	"activator"	"SRT1720"
"HRH1"	"antagonist"	"AMITRIPTYLINE"
"GALR3"	"agonist"	"M1160"
"JAK1"	"inhibitor"	"JAK3 INHIBITOR II"
"TNFRSF8"	"antibody"	"AFM13"
"ADRA2C"	"agonist"	"LEVONORDEFRIN"
"PSEN1"	"inhibitor"	"PF03084014"
"GUCY1A1"	"activator"	"ISOSORBIDE DINITRATE"
"KCNQ5"	"inhibitor"	"XE991"
"GJA4"	"inhibitor"	"OCTANOL"
"FGFR2"	"inhibitor"	"DOVITINIB"
"ADORA2B"	"antagonist"	"DERENOFYLLINE"
"LYN"	"allosteric modulator"	"TOLIMIDONE"
"PIK3CD"	"inhibitor"	"XL-765"
"BDKRB2"	"agonist"	"MET-LYS-BRADYKININ"
"RARB"	"agonist"	"TAMIBAROTENE"
"PROKR1"	"antagonist"	"TRIAZINE COMPOUND PC7"
"EGFR"	"inhibitor"	"BRIGATINIB"
"TNNI2"	"activator"	"TIRASEMTIV"
"GSK3B"	"inhibitor"	"AZD2858"
"FABP4"	"inhibitor"	"HM50316"
"GPR55"	"agonist"	"2-ARACHIDONYL GLYCERYL ETHER"
"CHRM2"	"antagonist"	"OXYBUTYNIN"
"ADRA2A"	"antagonist"	"BRL 44408"
"ESR2"	"agonist"	"DIETHYLSTILBESTROL"
"OPRK1"	"agonist"	"ADL5859"
"SCN9A"	"blocker"	"FOSPHENYTOIN SODIUM"
"SCN8A"	"blocker"	"LACOSAMIDE"
"ADRA2A"	"agonist"	"NORADRENALINE"
"HTR2C"	"agonist"	"LORCASERIN"
"PTGDR"	"agonist"	"Î”12-PGJ2"
"CACNA1E"	"modulator"	"ATAGABALIN"
"NTRK2"	"inhibitor"	"PLX-7486"
"HDAC3"	"inhibitor"	"PCI-24781"
"TYK2"	"inhibitor"	"BREPOCITINIB"
"PDE4A"	"inhibitor"	"DIPYRIDAMOLE"
"KCND1"	"blocker"	"GUANIDINE HYDROCHLORIDE"
"CDK16"	"inhibitor"	"Roniciclib"
"SYK"	"inhibitor"	"HMPL-523"
"KIT"	"inhibitor"	"JNJ-28312141"
"GABRA4"	"blocker"	"TBPS"
"IRAK4"	"inhibitor"	"PF-06650833"
"SCN10A"	"blocker"	"ESLICARBAZEPINE ACETATE"
"HTR4"	"agonist"	"MOSAPRIDE"
"HDAC8"	"inhibitor"	"TACEDINALINE"
"MAP2K5"	"inhibitor"	"DABRAFENIB MESYLATE"
"ADRA2B"	"agonist"	"GUANFACINE"
"C5AR2"	"agonist"	"C5A DES-ARG"
"FZD8"	"allosteric modulator"	"CARBAMAZEPINE"
"HTR1E"	"agonist"	"5-BODMT"
"ADRA1A"	"antagonist"	"TOLAZOLINE HYDROCHLORIDE"
"CHRM3"	"antagonist"	"Afacifenacin"
"PIK3R4"	"inhibitor"	"PWT33597"
"KDR"	"inhibitor"	"BMS-794833"
"GABRG2"	"inverse agonist"	"RESEQUINIL"
"CDK7"	"inhibitor"	"SU9516"
"CCR5"	"antagonist"	"APLAVIROC"
"AURKB"	"inhibitor"	"GSK2646264"
"MAP4K2"	"inhibitor"	"BELIZATINIB"
"MET"	"inhibitor"	"JNJ38877605"
"HRH3"	"antagonist"	"IODOPHENPROPIT"
"HTR2A"	"antagonist"	"OLANZAPINE"
"HTR4"	"agonist"	"VILAZODONE"
"HTR2C"	"antagonist"	"LY334362"
"GPR35"	"agonist"	"2-OLEOYL-LPA"
"RGS8"	"inhibitor"	"RGS4 INHIBITOR 11B"
"SCN11A"	"blocker"	"CARBAMAZEPINE"
"HTR1D"	"agonist"	"5-HYDROXYTRYPTAMINE"
"CHRNA7"	"agonist"	"PHA-709829"
"CDK5"	"inhibitor"	"(S)-CR8"
"GABRB1"	"positive modulator"	"ALPRAZOLAM"
"ACACA"	"allosteric modulator"	"FIRSOCOSTAT"
"CACNA1H"	"blocker"	"ABT-639"
"SLCO2B1"	"inhibitor"	"SILDENAFIL"
"NDUFB11"	"inhibitor"	"ME-344"
"GABRG2"	"agonist"	"MEPROBAMATE"
"HDAC1"	"inhibitor"	"DACINOSTAT"
"GPR55"	"agonist"	"CP55940"
"ESR2"	"modulator"	"DROLOXIFENE"
"NR1D2"	"antagonist"	"ZINC PROTOPORPHYRIN IX"
"S1PR5"	"agonist"	"SPHINGOSINE 1-PHOSPHATE"
"ADRA2B"	"agonist"	"LEVONORDEFRIN"
"OPRK1"	"agonist"	"HYDROCODONE"
"TAAR1"	"agonist"	"TYRAMINE"
"KDR"	"inhibitor"	"DORSOMORPHIN"
"GABRD"	"agonist"	"PF-06372865"
"SERPINC1"	"activator"	"FONDAPARINUX"
"PPARG"	"antagonist"	"CDDO-ME"
"SLC6A3"	"inhibitor"	"METHAMPHETAMINE HYDROCHLORIDE"
"PRKDC"	"inhibitor"	"CC-115"
"KCNH2"	"activator"	"VU0405601"
"CHRNG"	"antagonist"	"ATRACURIUM BESYLATE"
"CASR"	"antagonist"	"RONACALERET"
"GRIN2B"	"antagonist"	"TRAXOPRODIL"
"GABRD"	"positive modulator"	"CLORAZEPATE DIPOTASSIUM"
"SCN3A"	"blocker"	"TOPIRAMATE"
"AKT1"	"inhibitor"	"AZD4547"
"PSMD4"	"inhibitor"	"IXAZOMIB CITRATE"
"ERAP1"	"inhibitor"	"COMPOUND 2G"
"FZD6"	"agonist"	"WNT-5A"
"CASP3"	"activator"	"PETCM"
"CCKAR"	"antagonist"	"JNJ-17156516"
"HRH1"	"antagonist"	"RUPATADINE"
"HTR1A"	"agonist"	"VORTIOXETINE HYDROBROMIDE"
"PTGER1"	"antagonist"	"SC-19220"
"HTR1A"	"antagonist"	"RITANSERIN"
"GABRB3"	"positive modulator"	"PROPOFOL"
"MTOR"	"inhibitor"	"BYL719"
"P2RY13"	"antagonist"	"CANGRELOR"
"ATP6V1B2"	"inhibitor"	"ENOXACIN"
"MCHR1"	"agonist"	"VARIANT MCH"
"PSMA4"	"inhibitor"	"IXAZOMIB CITRATE"
"NPY5R"	"agonist"	"PEPTIDE YY"
"C5AR1"	"antagonist"	"CCX168"
"AGTR1"	"antagonist"	"CANDESARTAN CILEXETIL"
"OPRM1"	"antagonist"	"METHYLSAMIDORPHAN"
"KCNH6"	"blocker"	"NERISPIRDINE"
"CHRM5"	"antagonist"	"AMITRIPTYLINE"
"GABRG2"	"positive modulator"	"Lorediplon"
"GPBAR1"	"agonist"	"OLEANOLIC ACID"
"PSMB4"	"inhibitor"	"MARIZOMIB"
"CACNA1H"	"blocker"	"ML218"
"KCNN1"	"blocker"	"LEIUROTOXIN I"
"MTOR"	"inhibitor"	"PWT-33587"
"TRPA1"	"antagonist"	"GRC-17536"
"PTGDR2"	"antagonist"	"COMPOUND 51"
"SCN11A"	"blocker"	"PRIMIDONE"
"ADRB2"	"agonist"	"ALBUTEROL SULFATE"
"CTLA4"	"inhibitor"	"TREMELIMUMAB"
"GRM5"	"modulator"	"RG7342"
"P2RX4"	"agonist"	"Î‘Î’-MEATP"
"AURKC"	"inhibitor"	"MK-6592"
"HTR6"	"antagonist"	"PERPHENAZINE"
"GABRA1"	"positive modulator"	"BUTABARBITAL SODIUM"
"MC1R"	"agonist"	"ACTH"
"CD3E"	"antibody"	"MUROMONAB-CD3"
"SLC14A1"	"inhibitor"	"COMPOUND 1A"
"SCN9A"	"blocker"	"GNE-616"
"KCNH2"	"blocker"	"RILUZOLE"
"LPAR3"	"antagonist"	"VPC32183"
"YES1"	"inhibitor"	"NINTEDANIB"
"DRD5"	"agonist"	"SKF-38393"
"FNTB"	"inhibitor"	"LB42908"
