"InteractorA"	"Relation"	"InteractorB"
"Interleukin-10"	"ICAM1"	"GASTRIC CANCER"
"Interleukin-10"	"ICAM1"	"OBESITY"
"Interleukin-10"	"ICAM1"	"ALZHEIMER DISEASE"
"Interleukin-10"	"ICAM1"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Interleukin-10"	"ICAM1"	"TYPE 1 DIABETES MELLITUS"
"Interleukin-10"	"ICAM1"	"LUNG CANCER"
"Interleukin-10"	"ICAM1"	"TYPE 2 DIABETES MELLITUS"
"Interleukin-10"	"ICAM1"	"CYSTIC FIBROSIS"
"Interleukin-10"	"MMP12"	"CYSTIC FIBROSIS"
"Interleukin-10"	"PTGS2"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interleukin-10"	"PTGS2"	"AUTOIMMUNE DISEASE"
"Interleukin-10"	"IL4"	"OBESITY"
"Interleukin-10"	"IL4"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Interleukin-10"	"STAT3"	"ALZHEIMER DISEASE"
"Interleukin-10"	"STAT3"	"TYPE 1 DIABETES MELLITUS"
"Interleukin-10"	"STAT3"	"TYPE 2 DIABETES MELLITUS"
"Interleukin-10"	"IL18"	"AUTOIMMUNE DISEASE"
"Interleukin-10"	"IL18"	"RHEUMATOID ARTHRITIS"
"Interleukin-10"	"IL18"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Interleukin-10"	"IL18"	"GASTRIC CANCER"
"Interleukin-10"	"IL18"	"SYSTEMIC LUPUS ERYTHEMATOSUS"
"Interleukin-10"	"IL18"	"OBESITY"
"Interleukin-10"	"IL18"	"ALZHEIMER DISEASE"
"Interleukin-10"	"IL18"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Interleukin-10"	"IL18"	"TYPE 1 DIABETES MELLITUS"
"Interleukin-10"	"IL18"	"LUNG CANCER"
"Interleukin-10"	"IL18"	"TYPE 2 DIABETES MELLITUS"
"Interleukin-10"	"SERPINB3"	"OBESITY"
"Interleukin-10"	"SERPINB3"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Interleukin-10"	"SERPINB3"	"LUNG CANCER"
"Interleukin-10"	"IFNG"	"AUTOIMMUNE DISEASE"
"Interleukin-10"	"IFNG"	"SYSTEMIC LUPUS ERYTHEMATOSUS"
"Interleukin-10"	"IL10"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Interleukin-10"	"IL10"	"BILIARY CIRRHOSIS, PRIMARY, 1"
"Interleukin-10"	"IL10"	"SYSTEMIC LUPUS ERYTHEMATOSUS"
"Interleukin-10"	"IL10"	"CYSTIC FIBROSIS"
"Interleukin-10"	"RETN"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interleukin-10"	"RETN"	"RHEUMATOID ARTHRITIS"
"Interleukin-10"	"RETN"	"OBESITY"
"Interleukin-10"	"RETN"	"TYPE 1 DIABETES MELLITUS"
"Interleukin-10"	"RETN"	"TYPE 2 DIABETES MELLITUS"
"Interleukin-10"	"IL6"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interleukin-10"	"IL6"	"SYSTEMIC LUPUS ERYTHEMATOSUS"
"Interleukin-10"	"IL6"	"CYSTIC FIBROSIS"
"Interleukin-10"	"APOE"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20"
"Interleukin-10"	"TEK"	"BILIARY CIRRHOSIS, PRIMARY, 1"
"Interleukin-10"	"TNFSF11"	"AUTOIMMUNE DISEASE"
"Interleukin-10"	"TNFSF11"	"RHEUMATOID ARTHRITIS"
"Interleukin-10"	"TNFSF11"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Interleukin-10"	"TNFSF11"	"BILIARY CIRRHOSIS, PRIMARY, 1"
"Interleukin-10"	"TNFSF11"	"OSTEOARTHRITIS SUSCEPTIBILITY 1"
"Interleukin-10"	"TNFSF11"	"SYSTEMIC LUPUS ERYTHEMATOSUS"
"Interleukin-10"	"TNFSF11"	"TYPE 1 DIABETES MELLITUS"
"Interleukin-10"	"TNFSF11"	"LUNG CANCER"
"Interleukin-10"	"CCL5"	"BLOOD GROUP, Ss"
"Interleukin-10"	"CCL5"	"AUTOIMMUNE DISEASE"
"Interleukin-10"	"CCL5"	"RHEUMATOID ARTHRITIS"
"Interleukin-10"	"CCL5"	"GASTRIC CANCER"
"Interleukin-10"	"CCL5"	"OBESITY"
"Interleukin-10"	"CCL5"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Interleukin-10"	"CCL5"	"TYPE 1 DIABETES MELLITUS"
"Interleukin-10"	"CCL5"	"LUNG CANCER"
"Interleukin-10"	"CCL5"	"CYSTIC FIBROSIS"
"Interleukin-10"	"PDCD1"	"CYSTIC FIBROSIS"
"Fibronectin"	"TNF"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"TNF"	"CHOANAL ATRESIA, POSTERIOR"
"Fibronectin"	"TNF"	"GASTRIC CANCER"
"Fibronectin"	"TNF"	"OTOSPONDYLOMEGAEPIPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE"
"Fibronectin"	"TNF"	"PANCREATIC CANCER"
"Fibronectin"	"STAT1"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"STAT1"	"OTOSPONDYLOMEGAEPIPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE"
"Fibronectin"	"FN1"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"FN1"	"GASTRIC CANCER"
"Fibronectin"	"FN1"	"SQUAMOUS CELL CARCINOMA, HEAD AND NECK"
"Fibronectin"	"FN1"	"PANCREATIC CANCER"
"Fibronectin"	"NFKB1"	"BURKITT LYMPHOMA"
"Fibronectin"	"NFKB1"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"NFKB1"	"CHOANAL ATRESIA, POSTERIOR"
"Fibronectin"	"NFKB1"	"GASTRIC CANCER"
"Fibronectin"	"NFKB1"	"PANCREATIC CANCER"
"Fibronectin"	"CCN2"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"RAF1"	"GASTRIC CANCER"
"Fibronectin"	"RAF1"	"LUNG CANCER"
"Fibronectin"	"VEGFA"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"VEGFA"	"CHOANAL ATRESIA, POSTERIOR"
"Fibronectin"	"VEGFA"	"GASTRIC CANCER"
"Fibronectin"	"VEGFA"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Fibronectin"	"VEGFA"	"SQUAMOUS CELL CARCINOMA, HEAD AND NECK"
"Fibronectin"	"VEGFA"	"LUNG CANCER"
"Fibronectin"	"VEGFA"	"OTOSPONDYLOMEGAEPIPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE"
"Fibronectin"	"VEGFA"	"PANCREATIC CANCER"
"Fibronectin"	"PTK2B"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"PTK2B"	"GASTRIC CANCER"
"Fibronectin"	"PTK2B"	"LUNG CANCER"
"Fibronectin"	"PTK2B"	"PANCREATIC CANCER"
"Fibronectin"	"KL"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"KL"	"GASTRIC CANCER"
"Fibronectin"	"KL"	"PANCREATIC CANCER"
"Fibronectin"	"PRMT1"	"GASTRIC CANCER"
"Fibronectin"	"SFRP4"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"SFRP4"	"GASTRIC CANCER"
"Fibronectin"	"E2F1"	"BURKITT LYMPHOMA"
"Fibronectin"	"E2F1"	"CHOANAL ATRESIA, POSTERIOR"
"Fibronectin"	"E2F1"	"GASTRIC CANCER"
"Fibronectin"	"E2F1"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Fibronectin"	"E2F1"	"PANCREATIC CANCER"
"Fibronectin"	"MIR143"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"MIR143"	"CHOANAL ATRESIA, POSTERIOR"
"Fibronectin"	"MIR143"	"GASTRIC CANCER"
"Fibronectin"	"MIR143"	"PANCREATIC CANCER"
"Fibronectin"	"TLR2"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"TLR2"	"GASTRIC CANCER"
"Fibronectin"	"TLR2"	"PANCREATIC CANCER"
"Fibronectin"	"SMAD2"	"GASTRIC CANCER"
"Fibronectin"	"SMAD2"	"LUNG CANCER"
"Fibronectin"	"SERPINF1"	"PANCREATIC CANCER"
"Fibronectin"	"HNF4A"	"LUNG CANCER"
"Fibronectin"	"HNF4A"	"PANCREATIC CANCER"
"Fibronectin"	"PTHLH"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"PTHLH"	"PANCREATIC CANCER"
"Fibronectin"	"PTEN"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"PTEN"	"GASTRIC CANCER"
"Fibronectin"	"PTEN"	"PANCREATIC CANCER"
"Fibronectin"	"NME1"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"NME1"	"GASTRIC CANCER"
"Fibronectin"	"NME1"	"SQUAMOUS CELL CARCINOMA, HEAD AND NECK"
"Fibronectin"	"NME1"	"LUNG CANCER"
"Fibronectin"	"EGF"	"CHOANAL ATRESIA, POSTERIOR"
"Fibronectin"	"EGF"	"GASTRIC CANCER"
"Fibronectin"	"EGF"	"PANCREATIC CANCER"
"Fibronectin"	"RAC1"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"RAC1"	"GASTRIC CANCER"
"Fibronectin"	"RAC1"	"LUNG CANCER"
"Fibronectin"	"PPARA"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"PPARA"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Fibronectin"	"PPARA"	"LUNG CANCER"
"Fibronectin"	"RELA"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"RELA"	"GASTRIC CANCER"
"Fibronectin"	"EGR1"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"EGR1"	"GASTRIC CANCER"
"Fibronectin"	"MIR21"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"MIR21"	"GASTRIC CANCER"
"Fibronectin"	"MIR21"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Fibronectin"	"MIR21"	"SQUAMOUS CELL CARCINOMA, HEAD AND NECK"
"Fibronectin"	"MIR21"	"LUNG CANCER"
"Fibronectin"	"MIR21"	"PANCREATIC CANCER"
"Fibronectin"	"MMP2"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"MMP2"	"GASTRIC CANCER"
"Fibronectin"	"MMP2"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Fibronectin"	"MMP2"	"SQUAMOUS CELL CARCINOMA, HEAD AND NECK"
"Fibronectin"	"MMP2"	"LUNG CANCER"
"Fibronectin"	"MMP2"	"PANCREATIC CANCER"
"Fibronectin"	"MMP9"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"MMP9"	"GASTRIC CANCER"
"Fibronectin"	"MMP9"	"PANCREATIC CANCER"
"Fibronectin"	"CDKN1A"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"CDKN1A"	"CHOANAL ATRESIA, POSTERIOR"
"Fibronectin"	"CDKN1A"	"GASTRIC CANCER"
"Fibronectin"	"CDKN1A"	"SQUAMOUS CELL CARCINOMA, HEAD AND NECK"
"Fibronectin"	"CDKN1A"	"PANCREATIC CANCER"
"Fibronectin"	"TGFB1"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"TGFB1"	"GASTRIC CANCER"
"Fibronectin"	"TGFB1"	"PANCREATIC CANCER"
"Fibronectin"	"PRRT2"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"PRRT2"	"CHOANAL ATRESIA, POSTERIOR"
"Fibronectin"	"PRRT2"	"GASTRIC CANCER"
"Fibronectin"	"CCND1"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"CCND1"	"GASTRIC CANCER"
"Fibronectin"	"CCND1"	"PANCREATIC CANCER"
"Fibronectin"	"MAPK1"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"MAPK1"	"CHOANAL ATRESIA, POSTERIOR"
"Fibronectin"	"MAPK1"	"GASTRIC CANCER"
"Fibronectin"	"MAPK1"	"PANCREATIC CANCER"
"Fibronectin"	"AKT1"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"AKT1"	"CHOANAL ATRESIA, POSTERIOR"
"Fibronectin"	"AKT1"	"GASTRIC CANCER"
"Fibronectin"	"AKT1"	"CONTRACTURAL ARACHNODACTYLY, CONGENITAL"
"Fibronectin"	"AKT1"	"PANCREATIC CANCER"
"Fibronectin"	"P2RX7"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"ITK"	"GASTRIC CANCER"
"Fibronectin"	"ITK"	"SQUAMOUS CELL CARCINOMA, HEAD AND NECK"
"Fibronectin"	"ITK"	"PANCREATIC CANCER"
"Fibronectin"	"CAV1"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"CAV1"	"GASTRIC CANCER"
"Fibronectin"	"CAV1"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Fibronectin"	"MAPK14"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"MAPK14"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Fibronectin"	"MAPK14"	"LUNG CANCER"
"Fibronectin"	"MAPK14"	"PANCREATIC CANCER"
"Fibronectin"	"BECN1"	"GASTRIC CANCER"
"Fibronectin"	"OAP"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"MPO"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"TNC"	"PANCREATIC CANCER"
"Fibronectin"	"HGF"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"HGF"	"GASTRIC CANCER"
"Fibronectin"	"HGF"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Fibronectin"	"HGF"	"PANCREATIC CANCER"
"Fibronectin"	"FOS"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"FOS"	"GASTRIC CANCER"
"Fibronectin"	"FOS"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Fibronectin"	"FOS"	"PANCREATIC CANCER"
"Fibronectin"	"POSTN"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"POSTN"	"GASTRIC CANCER"
"Fibronectin"	"POSTN"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Fibronectin"	"TNFSF10"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"TNFSF10"	"CHOANAL ATRESIA, POSTERIOR"
"Fibronectin"	"TNFSF10"	"GASTRIC CANCER"
"Fibronectin"	"TNFSF10"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Fibronectin"	"TNFSF10"	"PANCREATIC CANCER"
"Fibronectin"	"SMAD3"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"SMAD3"	"GASTRIC CANCER"
"Fibronectin"	"SMAD3"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Fibronectin"	"SMAD3"	"LUNG CANCER"
"Fibronectin"	"DKK1"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"DKK1"	"GASTRIC CANCER"
"Fibronectin"	"MIR375"	"GASTRIC CANCER"
"Fibronectin"	"MIR375"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Fibronectin"	"MIR375"	"SQUAMOUS CELL CARCINOMA, HEAD AND NECK"
"Fibronectin"	"SETD2"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"SETD2"	"GASTRIC CANCER"
"Fibronectin"	"SETD2"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Fibronectin"	"SETD2"	"LUNG CANCER"
"Fibronectin"	"SETD2"	"PANCREATIC CANCER"
"Fibronectin"	"KIT"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"KIT"	"PANCREATIC CANCER"
"Fibronectin"	"PTGS2"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"PTGS2"	"GASTRIC CANCER"
"Fibronectin"	"PTGS2"	"OTOSPONDYLOMEGAEPIPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE"
"Fibronectin"	"PTGS2"	"PANCREATIC CANCER"
"Fibronectin"	"STAT3"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"STAT3"	"CHOANAL ATRESIA, POSTERIOR"
"Fibronectin"	"STAT3"	"GASTRIC CANCER"
"Fibronectin"	"STAT3"	"CONTRACTURAL ARACHNODACTYLY, CONGENITAL"
"Fibronectin"	"STAT3"	"OTOSPONDYLOMEGAEPIPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE"
"Fibronectin"	"STAT3"	"PANCREATIC CANCER"
"Fibronectin"	"EP300"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"EP300"	"PANCREATIC CANCER"
"Fibronectin"	"MAPK8"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"MAPK8"	"CHOANAL ATRESIA, POSTERIOR"
"Fibronectin"	"MAPK8"	"GASTRIC CANCER"
"Fibronectin"	"MAPK8"	"OTOSPONDYLOMEGAEPIPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE"
"Fibronectin"	"MAPK8"	"PANCREATIC CANCER"
"Fibronectin"	"MYC"	"BURKITT LYMPHOMA"
"Fibronectin"	"MYC"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"MYC"	"GASTRIC CANCER"
"Fibronectin"	"MYC"	"CONTRACTURAL ARACHNODACTYLY, CONGENITAL"
"Fibronectin"	"MYC"	"PANCREATIC CANCER"
"Fibronectin"	"IL6"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"IL6"	"CHOANAL ATRESIA, POSTERIOR"
"Fibronectin"	"IL6"	"GASTRIC CANCER"
"Fibronectin"	"IL6"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Fibronectin"	"IL6"	"LUNG CANCER"
"Fibronectin"	"IL6"	"PANCREATIC CANCER"
"Fibronectin"	"SRC"	"RHEUMATOID ARTHRITIS"
"Fibronectin"	"SRC"	"CHOANAL ATRESIA, POSTERIOR"
"Fibronectin"	"SRC"	"GASTRIC CANCER"
"Fibronectin"	"SRC"	"CONTRACTURAL ARACHNODACTYLY, CONGENITAL"
"Fibronectin"	"SRC"	"SQUAMOUS CELL CARCINOMA, HEAD AND NECK"
"Fibronectin"	"SRC"	"PANCREATIC CANCER"
"Ethanol"	"ALDH2"	"RHEUMATOID ARTHRITIS"
"Ethanol"	"ALDH2"	"TYPE 2 DIABETES MELLITUS"
"Ethanol"	"CAD"	"ALZHEIMER DISEASE"
"Ethanol"	"CAD"	"KAWASAKI DISEASE"
"Ethanol"	"TP53"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Ethanol"	"TP53"	"ALZHEIMER DISEASE 3"
"Ethanol"	"TP53"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Ethanol"	"GC"	"BREAST CANCER"
"Ethanol"	"GC"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Ethanol"	"GC"	"PANCREATIC CANCER"
"Ethanol"	"GBAP1"	"ALZHEIMER DISEASE 3"
"Ethanol"	"ACCS"	"HOMOCYSTEINEMIA"
"Ethanol"	"RB1"	"BREAST CANCER"
"Ethanol"	"ACOD1"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Ethanol"	"ACOD1"	"ALZHEIMER DISEASE 3"
"Ethanol"	"ACOD1"	"ALZHEIMER DISEASE"
"Ethanol"	"ACOD1"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Ethanol"	"HCCS"	"BREAST CANCER"
"Everolimus"	"MTLN"	"LUNG CANCER"
"Everolimus"	"HCCS"	"BREAST CANCER"
"Cetuximab"	"VEGFA"	"SQUAMOUS CELL CARCINOMA, HEAD AND NECK"
"Cetuximab"	"MIR143"	"PANCREATIC CANCER"
"Cetuximab"	"AHR"	"GASTRIC CANCER"
"Cetuximab"	"AHR"	"LUNG CANCER"
"Cetuximab"	"AHR"	"PANCREATIC CANCER"
"Cetuximab"	"MSH2"	"BREAST CANCER"
"Cetuximab"	"MSH2"	"GASTRIC CANCER"
"Cetuximab"	"MSH2"	"LUNG CANCER"
"Cetuximab"	"MSH2"	"PANCREATIC CANCER"
"Cetuximab"	"CCL20"	"PANCREATIC CANCER"
"Cetuximab"	"MIR145"	"BREAST CANCER"
"Cetuximab"	"MIR146A"	"BREAST CANCER"
"Cetuximab"	"AXL"	"GASTRIC CANCER"
"Cetuximab"	"AXL"	"PANCREATIC CANCER"
"Cetuximab"	"ITK"	"GASTRIC CANCER"
"Cetuximab"	"ITK"	"SQUAMOUS CELL CARCINOMA, HEAD AND NECK"
"Cetuximab"	"ITK"	"LUNG CANCER"
"Cetuximab"	"ITK"	"PANCREATIC CANCER"
"Cetuximab"	"MIR375"	"BREAST CANCER"
"Cetuximab"	"MIR375"	"ESOPHAGEAL CANCER"
"Cetuximab"	"MIR375"	"SQUAMOUS CELL CARCINOMA, HEAD AND NECK"
"Cetuximab"	"HIF1A"	"BREAST CANCER"
"Cetuximab"	"HIF1A"	"PANCREATIC CANCER"
"Oprelvekin"	"TNF"	"OSTEOARTHRITIS SUSCEPTIBILITY 1"
"Oprelvekin"	"VEGFA"	"RHEUMATOID ARTHRITIS"
"Oprelvekin"	"VEGFA"	"GASTRIC CANCER"
"Oprelvekin"	"VEGFA"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Oprelvekin"	"IL1B"	"RHEUMATOID ARTHRITIS"
"Oprelvekin"	"IL1B"	"GASTRIC CANCER"
"Oprelvekin"	"IL1B"	"OSTEOARTHRITIS SUSCEPTIBILITY 1"
"Oprelvekin"	"IL1B"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Oprelvekin"	"STAT5A"	"GASTRIC CANCER"
"Oprelvekin"	"CD4"	"RHEUMATOID ARTHRITIS"
"Endothelin-1"	"TLR4"	"GASTRIC CANCER"
"Endothelin-1"	"TLR4"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Endothelin-1"	"ACOD1"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Endothelin-1"	"NR4A1"	"GASTRIC CANCER"
"Thioredoxin"	"TXNIP"	"TYPE 2 DIABETES MELLITUS"
"Thioredoxin"	"NFE2L2"	"TYPE 2 DIABETES MELLITUS"
"Afatinib"	"EGFR"	"SQUAMOUS CELL CARCINOMA, HEAD AND NECK"
"Afatinib"	"ERBB2"	"SQUAMOUS CELL CARCINOMA, HEAD AND NECK"
"Recombinant CD40-ligand"	"TNFRSF11B"	"RHEUMATOID ARTHRITIS"
"Fludeoxyglucose (18F)"	"ROS1"	"BREAST CANCER"
"Fludeoxyglucose (18F)"	"FBN2"	"BREAST CANCER"
"Fludeoxyglucose (18F)"	"GAB2"	"BREAST CANCER"
"Fludeoxyglucose (18F)"	"HCCS"	"BREAST CANCER"
"Regramostim"	"OSM"	"RHEUMATOID ARTHRITIS"
"Regramostim"	"STAT1"	"RHEUMATOID ARTHRITIS"
"Regramostim"	"STAT1"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Regramostim"	"STAT1"	"TYPE 1 DIABETES MELLITUS"
"Regramostim"	"IGKV1-27"	"RHEUMATOID ARTHRITIS"
"Regramostim"	"HMOX1"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Regramostim"	"NFKB1"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"VEGFA"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"CDKN2A"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"CREB1"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"TLR2"	"RHEUMATOID ARTHRITIS"
"Regramostim"	"TLR2"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Regramostim"	"TLR2"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Regramostim"	"TLR2"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"TLR2"	"TYPE 1 DIABETES MELLITUS"
"Regramostim"	"IL1B"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"CCL2"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"CCL2"	"TYPE 1 DIABETES MELLITUS"
"Regramostim"	"TP53"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"TP53"	"TYPE 1 DIABETES MELLITUS"
"Regramostim"	"VDR"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"IFNA1"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Regramostim"	"IL1RN"	"RHEUMATOID ARTHRITIS"
"Regramostim"	"IL1RN"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Regramostim"	"CD274"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"CYP3A4"	"RHEUMATOID ARTHRITIS"
"Regramostim"	"CYP3A4"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Regramostim"	"SLC2A1"	"RHEUMATOID ARTHRITIS"
"Regramostim"	"SLC2A1"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Regramostim"	"SLC2A1"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"SLC2A1"	"TYPE 1 DIABETES MELLITUS"
"Regramostim"	"STAT5A"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Regramostim"	"STAT5A"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"PRRT2"	"RHEUMATOID ARTHRITIS"
"Regramostim"	"PRRT2"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"TKT"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"TKT"	"TYPE 1 DIABETES MELLITUS"
"Regramostim"	"CALCA"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"MAPK1"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"MAPK1"	"TYPE 1 DIABETES MELLITUS"
"Regramostim"	"AKT1"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"CELIAC2"	"RHEUMATOID ARTHRITIS"
"Regramostim"	"CELIAC2"	"TYPE 1 DIABETES MELLITUS"
"Regramostim"	"FOS"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Regramostim"	"FOS"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"ICAM1"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Regramostim"	"ICAM1"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"ICAM1"	"TYPE 1 DIABETES MELLITUS"
"Regramostim"	"PTGS2"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"IL4"	"RHEUMATOID ARTHRITIS"
"Regramostim"	"IL4"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Regramostim"	"IL4"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Regramostim"	"IL4"	"TYPE 1 DIABETES MELLITUS"
"Regramostim"	"STAT3"	"RHEUMATOID ARTHRITIS"
"Regramostim"	"STAT3"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
"Regramostim"	"STAT3"	"PULMONARY DISEASE, CHRONIC OBSTRUCTIVE"
"Regramostim"	"STAT3"	"NASOPHARYNGEAL CARCINOMA"
"Regramostim"	"STAT3"	"TYPE 1 DIABETES MELLITUS"
"Regramostim"	"IL10"	"ICHTHYOSIS, LAMELLAR, AUTOSOMAL DOMINANT"
